page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
68-8,じむ,沖縄,ミニバトル,林,FW,,106,112,56,51,53,52,51,53,56,55,スーパースキャン,フリーズショット,メガネクラッシュ (C),クンフーアタック (B),jimu,,じむ いくお,寺務 育生,Copier,Fox Copier,664
68-9,しもがわら,ジャパン,"ジャパン
(ガチャ: 青 )",林,GK,,94,129,62,58,56,58,59,62,57,36,フルパワーシールド,ジャイアントスピン (B),ばくれつパンチ,ギガントウォール,shimogawara,3,しもがわら すぐる,下川原 卓,Riverhead,Dale Riverhead,665
68-10,しもつき,北海道,"北海道
(ガチャ: 赤 )",風,DF,,125,105,59,62,58,59,60,56,60,13,ダッシュアクセル,オーロラドリブル,まぼろしドリブル,ぶんしんディフェンス,shimotsuki,,しもつき なおすけ,霜月 直輔,Frosty,Jack Frosty,666
69-1,しもま,セントラル,"ジャパン
(ガチャ: 黄 )",林,MF,,91,117,49,52,51,53,66,42,52,59,ツインブースト,ヒートタックル,ジャッジスルー２,クイックドロウ,shimoma,,しもま かいさく,下間 開作,Nohans,Luke Nohans,667
69-2,しもや,イタリア,"イタリア
(ガチャ: 赤 )",山,DF,18,94,130,56,51,47,47,44,53,52,63,コイルターン,ホーントレイン (B),パワーチャージ,フラッシュアッパー,shimoya,,しもや ひとみ,下矢 仁美,Trowel,Nina Trowel,668
69-3,シャケ,ブラジル,"ブラジル
(ガチャ: 黄 )",山,GK,,120,97,53,51,55,56,57,56,54,44,タフネスブロック,メガロドン,ザ・ウォール (B),ギガントウォール,shake,4,さけかわ のぼる,鮭川 昇,Salmon,Gary Salmon,669
69-4,シャコー,イギリス,Wi-Fi配信,風,GK,,90,138,44,45,45,63,48,44,44,80,オーロラカーテン,デュアルスマッシュ,ヘビーベイビー (B),コイルターン,shakoー,,つつぼう かぶる,筒帽 禿,Wacko,Michael Shako,670
69-5,ジャック,,人脈システム,林,DF,,124,97,62,59,48,56,57,62,51,22,イカサマ!,ダッシュアクセル,ダブルグレネード (C),スペースペンギン,jakku,,くろさわ けんと,黒沢 賢人,Cooper,Wally Cooper,671
69-6,じゃっく,ウミガメ島,ミニバトル,火,FW,,93,116,48,48,49,51,49,48,51,88,モグラフェイント,サイコショット,つちだるま (C),デーモンカット (B),jakku,4,かいち じゃっく,開地 惹句,Lenton,Jacko Lenton,672
69-7,シャドウ,-,とくしゅ,林,FW,,104,118,60,74,68,68,63,52,56,23,ダークトルネード,カードバスター,デーモンカット (B),ダークフェニックス,shadou,,やみの カゲト,闇野 カゲト,Shadow,Shadow Cimmerian,673
69-8,しゃらく,京都,"関西 愛媛
(ガチャ: 黄レア )",山,MF,,114,106,56,55,54,56,51,51,52,50,モンキーターン,どくぎりのじゅつ,たつまきどくぎり,かごめかごめ,sharaku,,しゃらく しょうじ,写楽 庄司,Mann,Cameron Mann,674
69-9,じゆう,アメリカ,"アメリカ
(ガチャ: 黄 )",山,DF,,99,128,58,62,43,61,48,51,50,58,ばくれつパンチ,サイクロン,ぶんしんフェイント,ディバインアロー,jiyuu,,じゆう ちかよし,自由 主義,Freedom,Lee Bartarian,675
69-10,じゅうじ,南東京,"大江戸国際空港
(ガチャ: 黄 )",火,DF,,128,91,56,56,53,51,56,66,53,25,たまのりピエロ,クロスファイア（火）,まぼろしドリブル,クンフーアタック (B),juuji,,じゅうじ みちあき,十字 導昭,Pidgeon,Homer Pidgeon,676
70-1,シューズ,アルゼンチン,Wi-Fi,風,MF,,120,120,45,62,45,48,48,46,62,82,さばきのてっつい (B),すいせいシュート (L),キラースライド,アストロブレイク,shuーzu,1,くつさく しょうじん,靴作 小仁,Cobblers,Elvis Schumacher,677
70-2,しゅうすい,愛媛,ミニバトル,風,FW,5,124,93,49,54,62,47,51,57,57,62,しっぷうダッシュ,ラン･ボール･ラン,ジグザグスパーク,シャインドライブ,shuusui,1,しゅうすい たかゆき,秋水 貴之,Hardy,Chuck Hardy,678
70-3,じゅうべえ,沖縄,"福岡 沖縄
(ガチャ:) 青",山,FW,,101,116,48,53,54,56,57,51,51,62,つちだるま (C),レインボーループ (L),モグラシャッフル,アルマジロサーカス,juubee,4,うすひき じゅうべえ,臼引 十兵衛,Gorman,Chunk Gorman,679
70-4,しゅうほう,京都,"関西 愛媛
(ガチャ: 黄 )",風,FW,,122,100,65,59,57,56,62,56,62,34,ざんぞう,ドラゴンクラッシュ (C),アイアンウォール (B),ぶんしんシュート (C),shuuhou,,しゅうほう しげや,秀宝 滋弥,Gusher,Irving Gusher,680
70-5,ジュネ,南東京,"大江戸国際空港
(ガチャ: 黄 )",火,DF,,84,138,53,53,56,55,56,59,56,33,ドッペルゲンガー,ジャッジスルー,プロファイルゾーン,ジャッジスルー３,june,,つだ じゅね,津田 珠音,Stagner,June Stagner,681
70-6,ジュリ,ウミヘビ島,Wi-Fi配信,風,DF,,106,126,60,57,56,56,51,60,61,36,セツヤク！,おんりょう,かげぬい,バーバリアンのたて (B),juri,,かげき じゅり,鹿毛姫 呪理,Carow,Sabrina Carow,682
70-7,シュリケン,ジャパン,"ジャパン
(ガチャ: 赤 )",林,FW,,108,107,38,44,86,57,89,57,53,6,つちだるま V3(C),ホーントレイン (B),ドラゴントルネード,ぶんしんシュート (C),shuriken,,てうら ケン,手裏 ケン,Starr,Theron Starr,683
70-8,じゅろう,アルゼンチン,"アルゼンチン
(ガチャ: 青 )",林,DF,,120,91,47,47,45,51,52,47,48,91,キラースライド,かげぬい,しんくうま (B),カマイタチ,jurou,,じゅろう じん,寿老 仁,Reed,Jim Reed,684
70-9,しゅん,コトアール,"コトアール
(ガチャ: 黄 )",火,DF,,92,126,46,38,41,52,58,53,56,81,クイックドロウ,デザートストーム,フェイクボンバー,スニーキングレイド,shun,,かいと しゅん,界戸 瞬,Turbin,Dick Turbin,685
70-10,しゅんじ,福岡,ミニバトル,山,GK,,133,99,59,57,57,53,57,60,57,22,まきわりチョップ,ゴールずらし,ホエールガード,つなみウォール,shunji,3,えだ しゅんじ,江田 俊二,Finn,Randolf Finn,686
71-1,しょう,北東京,"商店街
(ガチャ: 青 )",林,DF,,99,131,44,40,39,55,60,56,54,76,クイックドロウ,アイスグランド,スピニングカット (B),フローズンスティール,shou,,れいすい しょう,冷粋 翔,Talise,Chris Talise,687
71-2,しょうかん,ウミガメ島,人脈システム,火,FW,,81,144,65,52,54,51,43,54,67,28,ビッグスパイダー,ユニバースブラスト (C),のろい,セツヤク！,shoukan,,しょうかん ねがう,召喚 願,Sumner,Damon Sumner,688
71-3,じょうき,ウミガメ島,"ブラジル
(ガチャ: 黄 )",火,FW,,144,73,80,77,42,38,58,50,57,20,すいせいシュート (L),ドこんじょうバット (B),ザ・ウォール (B),しこふみ,jouki,3,うら じょうき,温羅 城鬼,Covet,Lyle Covet,689
71-4,じょうぎ,京都,"関西 愛媛
(ガチャ: 赤 )",火,FW,,121,99,47,41,39,51,58,53,53,83,メガトンヘッド (B),あびせげり (C),フェイクボンバー,れっぷうダッシュ,jougi,,さだのり いわお,定規 頑,Keys,Don Keys,690
71-5,しょうこう,ブラジル,ミニバトル,山,FW,,126,91,63,63,56,54,53,43,54,47,ターザンキック (C),つちだるま (C),トリプルダッシュ,おんりょう,shoukou,3,しょうこう はくる,小航 噴流,Jetson,Tiny Jetson,691
71-6,しょうじ,ウミガメ島,"ブラジル
(ガチャ 青 )",風,GK,,133,118,57,57,44,44,44,51,51,81,ドッベルゲンガー,ゆがむくうかん,オーロラカーテン,ヘビーベイビー (B),shouji,,しょうじ こうすけ,粧司 浩介,Scara,Max Scara,692
71-7,しょうづ,京都,"関西 愛媛
(ガチャ: 赤 )",火,GK,,120,103,65,62,54,53,56,57,56,33,ねっけつヘッド,フルパワーシールド,プラネットシールド,ちゃぶだいがえし,shouzu,,しょうづ こうや,正津 弘也,Silent,Lionel Silent,693
71-8,しょうとく,愛媛,"関西 愛媛
(ガチャ: 赤 )",林,GK,,94,114,45,51,51,56,60,60,55,35,まきわりチョップ,ロケットこぶし,かげぬい,ムゲン・ザ・ハンド,shoutoku,,しょうとく たいじ,聖徳 泰治,Prince,Philip Prince,694
71-9,しょうぶ,北海道,ミニバトル,火,FW,,120,108,52,58,53,61,54,52,56,40,グレネードショット,マジック,ばくねつスクリュー (C),シャインドライブ,shoubu,4,しょうぶ はたや,菖蒲 畠也,Rosey,Phil Rosey,695
71-10,じょうほう,ヤマネコ島,"アルゼンチン
(ガチャ: 青 )",林,FW,,116,98,57,56,56,53,56,45,56,50,スーパースキャン,ダイナマイトシュート (C),モグラフェイント,スーパースキャン,jouhou,,じょうほう まさみち,情報 整理,Fax,Clark Phylen,696
72-1,しょうめい,北東京,"稲妻商店街
(ガチャ: 赤 )",火,FW,8,120,109,55,60,52,59,51,57,53,24,サイコショット,たつまきせんぷう,シャインドライブ,フォトンフラッシュ,shoumei,,しょうめ こういち,正目 光一,Belisha,Les Belisha,697
72-2,しょうりん,ジャパン,"ジャパン
(ガチャ: 黄 )",林,MF,14,132,115,63,76,61,60,55,48,58,14,れっぷうダッシュ,クルクルヘッド (C),クンフーアタック (B),ドラゴングランド,shourin,1,しょうりんじ あゆむ,少林寺 歩,Timmy,Tim Saunders,698
72-3,しらいし,奈良,"関西 京都
(ガチャ: 黄 )",火,MF,,124,88,63,49,50,48,50,44,62,72,ひとりワンツー,フレイムダンス,ダイナマイトシュート (C),れっぷうダッシュ,shiraishi,,しらいし てる,白石 輝,Taligene,Den Taligene,699
72-4,しらぎく,ヤマネコ島,"アルゼンチン
(ガチャ: 黄 )",風,FW,,120,99,57,53,44,50,44,54,51,89,スピニングシュート (C),フォトンフラッシュ,エコーボール,ダブルグレネード (C),shiragiku,,しらぎく ゆうと,白菊 悠人,Fay,Ashley Fay,700
72-5,しらさぎ,北東京,"稲妻商店街
(ガチャ: 赤レア )",風,GK,8,125,105,61,62,58,62,59,58,60,14,ローズスプラッシュ V3(C),フォトンフラッシュ,オーロラドリブル,フラッシュアッパー,shirasagi,,しらさぎ あけすみ,白鷺 朱純,Dainty,Aaron Gossamer,701
72-6,しらな,北東京,"稲妻商店街
(ガチャ: 赤 )",林,FW,8,91,117,55,62,48,61,57,57,54,30,ローリングキック (C),じばしりかえん,クルクルヘッド (C),タイガードライブ,shirana,,しらな もちひこ,白菜 望彦,Andish,Cory Andish,702
72-7,しらべ,北東京,"稲妻商店街
(ガチャ: 赤レア )",風,FW,,126,104,62,58,56,61,60,60,59,16,スピニングシュート (C),バックトルネード (B),イナズマおとし (B),プロファイルゾーン,shirabe,1,しらべ はんじ,調 半次,Fleetwood,Vin Fleetwood,703
72-8,しらみね,イギリス,イギリス;(ガチャ: 赤レア ),火,MF,,114,105,54,56,53,54,53,57,56,41,グレイブストーン,フーセンガム,スーパースキャン,イリュージョンボール,shiramine,,しらみね こいちろう,白峰 虎一郎,Ford,Edison Ford,704
72-9,しらゆう,ウミネコ島,Wi-Fi通信,風,FW,,118,91,52,52,49,50,65,53,50,61,まぼろしドリブル,ヘビーベイビー (B),サイコショット,ミラージュシュート (C),shirayuu,,しらゆう ひょう,白幽 漂,Haunter,Ghoulian Haunter,705
72-10,しれい,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",火,DF,,147,107,45,81,42,66,53,71,62,0,みんなイケイケ！,たまのりピエロ,オーロラドリブル,ツインブースト,shirei,3,れいかん つかさ,令官 司,Major,Serge Major,706
73-1,しろべ,南東京,ミニバトル,風,FW,5,80,130,50,51,48,44,46,51,48,75,クロスドライブ (C),たつまきせんぷう,バックトルネード (B),イリュージョンボール,shirobe,1,しろべ たえ,代部 多恵,White,Ginny White,707
73-2,しろま,北東京,"稲妻商店街
(ガチャ: 青 )",風,FW,,133,118,56,54,48,47,48,51,67,61,ファイアトルネード (C),ざんぞう,フーセンガム,フレイムダンス,shiroma,,しろま りょう,白間 涼,Blanc,Billy Blanc,708
73-3,しろわし,北東京,"稲妻商店街
(ガチャ: 青レア )",風,FW,,120,112,64,51,48,51,64,46,56,37,ロケットこぶし,ツインブースト 真,ヘビーベイビー (B),ダイナマイトシュート (C),shirowashi,,しろわし いつや,白鷲 乙弥,Greenstreet,Raleigh Greenstreet,709
73-4,しわ,北東京,ミニバトル,火,MF,5,118,99,54,53,55,57,57,56,57,23,オオウチワ,つちだるま (C),アイスグランド,デュアルストーム,shiwa,,しわ のぶおき,志和 信沖,C'free,Preston Creasefree,710
73-5,しわす,アルゼンチン,"アルゼンチン
(ガチャ: 赤レア )",林,DF,,118,97,59,54,51,51,53,57,55,61,スーパースキャン,アイスグランド,フリーズショット,ライトニングアクセル,shiwasu,,しわす ようじ,師走 洋次,Massey,Chris Massey,711
73-6,じん,ジャパン,"ジャパン
(ガチャ: 赤レア )",林,DF,14,113,127,58,53,75,63,53,62,60,17,ワープドライブ,うしろのしょうめん,かげぬい,Ｕ・ボート,jin,,かげの じん,影野 仁,Jim,Jim Wraith,712
73-7,しんご,奈良,"関西 愛媛
(ガチャ: 黄 )",林,GK,,122,90,54,56,48,45,44,54,53,63,パワーシールド,スピニングカット (B),シュートポケット,セーフティプロテクト,shingo,,あおで しんご,青出 伸吾,Streehan,Paddy Streehan,713
73-8,シンシン,イタリア,"イタリア
(ガチャ: 赤 )",山,FW,18,100,95,54,60,46,61,51,56,53,60,たまのりピエロ,スニーキングレイド,ヒートタックル,ダークトルネード (B),shinshin,,ふかむら しんたろう,深村 慎太郎,Cranker,Hank Cranker,714
73-9,シンタ,北東京,"稲妻商店街
(ガチャ: 青レア )",風,GK,8,116,98,54,54,53,56,57,56,53,37,フルパワーシールド,だいばくはつはりて,ウルトラムーン,ホーントレイン (B),shinta,,しむら しんたろう,志村 辛太郎,Opino,Al Opino,715
73-10,しんたく,奈良,"関西 愛媛
(ガチャ: 黄 )",山,MF,,91,92,50,47,55,55,55,57,52,27,かみかくし (C),リボンシャワー,オオウチワ,ザ・フェニックス (Lv45),shintaku,,しんたく ひさこ,新宅 妃早子,Mandel,Lynne Mandel,716
74-1,じんの,イギリス,"イギリス
(ガチャ: 黄 )",林,GK,,122,87,54,52,44,62,49,57,51,63,キラーブレード,ゴッドハンド,かげぬい,ゴッドキャッチ,jinno,,じんの けいじ,神野 啓司,Meades,Archie Meades,717
74-2,しんま,北東京,ミニバトル,林,MF,5,122,93,54,62,48,58,53,57,51,40,しっぷうダッシュ,アイスグランド,のろい,ライトニングアクセル,shinma,,しんま よみ,新間 読,Inky,Fingus Inky,718
74-3,シンヤ,アメリカ,Wi-Fi,山,GK,,120,100,63,62,60,61,60,58,60,24,ラッキー！,ねっけつヘッド,ダッシュアクセル,ビーストファング,shinya,,いしばし しんや,石橋 真也,Copple,Alex Copple,719
74-4,しんら,福岡,ミニバトル,林,MF,,122,99,55,65,56,60,53,51,65,33,ひとりワンツー,くものいと,エコーボール,ユニコーンブースト (C),shinra,4,しんら のりひと,針羅 憲史,Ediston,Thomas Ediston,720
74-5,すいせい,アメリカ,"アメリカ
(ガチャ: 赤レア )",風,MF,,93,134,46,43,37,52,67,38,53,84,しっぷうダッシュ,れっぷうダッシュ,ライトニングアクセル,ホークショット (B),suisei,,すいせい まきや,彗星 槙矢,Halley,Ed Halley,721
74-6,すいせん,ジャパン,"ジャパン
(ガチャ: 黄 )",林,FW,14,121,99,60,57,53,51,52,57,52,59,むぞくせい,ひゃくれつショット (C),クンフーヘッド,ミラージュシュート (C),suisen,,すいせん としき,水仙 稔基,Quill,Jon Quill,722
74-7,スーパー,ブラジル,"ブラジル
(ガチャ: 黄 )",林,FW,,124,75,52,46,46,45,86,80,46,8,ダッシュアクセル,サザンクロスカット (Lv25),クロスドライブ (C)真,キラースライド,suーpaー,1,ちょうば いく,超馬 行,Supercross,Buzz Scrambler,723
74-8,すえたけ,北東京,"稲妻商店街
(ガチャ: 赤 )",火,MF,8,110,102,44,53,57,45,54,57,54,65,ひとりワンツー,セツヤク！,ローリングスライド,シューティングスター (B),suetake,4,すえたけ やすひと,末武 安人,Cornish,Patsy Cornish,724
74-9,すえの,愛媛,"関西 愛媛
(ガチャ: 黄 )",火,DF,,118,93,48,39,42,53,60,53,54,76,フェイクボール,スーパースキャン,ハーヴェスト,フェイクボンバー,sueno,,すえの こう,末野 紅,Rainder,Rudolph Rainder,725
74-10,すえひさ,コトアール,"コトアール
(ガチャ: 赤 )",林,DF,,122,98,58,56,54,62,41,59,57,38,しこふみ,ごりむちゅう,ロードローラタックル (B),アースクェイク,suehisa,3,すえひさ ろう,末久 朗,Eggers,Benedict Eggers,726
75-1,スカル,コンドル島,"イタリア
(ガチャ: 青 )",山,DF,,126,94,62,62,61,63,65,41,63,13,イカサマ！,イリュージョンボール,まぼろしドリブル,デーモンカット (B),sukaru,,すが まもる,須加 守,Burdine,Gary Burdine,727
75-2,すがわら,アメリカ,"アメリカ
(ガチャ: 黄 )",火,DF,,126,99,44,55,54,51,57,60,52,38,ブレードアタック,ダッシュアクセル,まぼろしドリブル,ぶんしんディフェンス,sugawara,,すがわら めぐる,須賀原 巡,Venier,Stu Venier,728
75-3,すぎ,沖縄,ミニバトル,風,FW,5,118,117,48,57,51,51,58,54,54,59,ブレードアタック,メガネクラッシュ (C),ジグザグスパーク,イナズマ１ごう (B),sugi,,すぎやま けいじろう,杉山 敬次郎,Acus,Rab Acus,729
75-4,すけまつ,京都,"関西 愛媛
(ガチャ: 青 )",火,MF,,123,110,58,60,40,41,41,40,40,104,ブラックホール,カンガルーキック,ミラージュシュート (C),フェイクボンバー,sukematsu,,すけまつ はやごろう,助松 早呉郎,Milliner,Virgil Milliner,730
75-5,スコピウス,コンドル島,"イタリア
(ガチャ: 青 )",火,GK,,106,128,56,56,56,63,53,54,54,15,ねっけつパンチ,キーパープラス,ドリルスマッシャー,さばきのてっつい (B),sukopiusu,,さそり アン,佐曽利 アン,Venin,Scorpia Venin,731
75-6,すざく,コトアール,"コトアール
(ガチャ: 青 )",山,DF,,129,108,46,60,65,67,66,60,63,38,ディフェンスプラス,グレイブストーン,ほのおのかざみどり (L),ノーエスケイプ,suzaku,,すざく なつひこ,朱雀 夏彦,Sumner,Alan Sumner,732
75-7,すじはら,コトアール,"コトアール
(ガチャ: 青 )",風,GK,,121,102,57,60,56,56,56,51,52,23,タフネスブロック,ザ・ウォール (B),ちゃぶだいがえし,ギガントウォール,sujihara,3,すじはら しゅんじ,筋原 俊二,Pythons,Butch Pythons,733
75-8,すずか,ジャパン,ミニバトル,風,DF,,117,93,45,57,62,50,51,54,55,48,しっぷうダッシュ,フレイムダンス,シューティングスター (B),ライトニングアクセル,suzuka,1,すずか はしる,鈴鹿 走,Gere,Manuel Gere,734
75-9,すずな,沖縄,"福岡 沖縄
(ガチャ: 青 )",火,FW,,98,119,66,51,50,52,51,48,50,51,ワープドライブ,グレネードショット,デザートストーム,フレイムベール,suzuna,1,かきぞえ すずな,垣添 涼奈,Baker,Bella Baker,735
75-10,すずむし,アルゼンチン,ミニバトル,火,MF,,120,101,56,62,48,57,57,60,53,24,クイックドロウ,ヒートタックル,アストロゲート (C),れっぷうダッシュ,suzumushi,,すずむし つきひこ,鈴虫 月彦,Cricket,Holly Cricket,736
76-1,すずめ,ジャパン,"ジャパン
(ガチャ: 赤 )",風,MF,,117,93,46,57,58,47,66,51,53,60,たまのりピエロ,イリュージョンボール,アルマジロサーカス,ラン・ボール・ラン,suzume,,すずめの きょうへい,雀野 京平,Kerr,Rolly Kerr,737
76-2,すだ,ウミガメ島,"ブラジル
(ガチャ: 赤レア )",林,DF,,117,91,60,59,53,56,53,60,62,33,ぞくせいきょうか,まぼろしドリブル,マタドールフェイント,アステロイドベルト (B),suda,1,すだ まさと,須田 理人,Spiller,Jesse Spiller,738
76-3,スター,ウミヘビ島,ミニバトル,林,MF,5,126,100,60,60,59,60,59,60,56,22,すいせいシュート V3(L),オーロラドリブル,フォトンフラッシュ,シャインドライブ,sutaー,,ほし てるあき,帆市 輝明,Bragg,Ace Bragg,739
76-4,すてふだ,（パスワード）,"ジャパン
(ガチャ: 青 )",火,FW,14,126,115,82,54,66,48,56,41,76,19,ちょうわざ！,カードバスター V2,れっぷうダッシュ,Ｘブラスト,sutefuda,,すてふだ しゅう,捨札 終,Discard,Chucky Cardaway,740
76-5,スナイパー,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",山,GK,,144,118,42,81,49,54,65,71,62,9,ねっけつパンチ,カウンターストライク,アサルトシュート (L),グングニル (L),sunaipaー,1,そげ てつお,狙撃 手津雄,Marksman,Mark Osman,741
76-6,すなお,北東京,"稲妻商店街
(ガチャ: 黄レア )",風,GK,8,93,124,54,51,57,67,57,53,49,34,ぶんしんブロック,デザートストーム,だいばくはつはりて,まきわりチョップ 真,sunao,,いかぐ すなお,伊香具 是,Yesman,Yasser Rightaway,742
76-7,すなかわ,北東京,"稲妻商店街
(ガチャ: 黄 )",林,FW,8,120,108,52,53,50,48,45,55,52,69,かみかくし (C),メテオアタック (C),ムゲン・ザ・ハンド,ざんぞう,sunakawa,4,すなかわ おうが,砂川 碧海,Dahman,Bud Dahman,743
76-8,すなご,アメリカ,,火,MF,,114,112,56,55,51,56,54,56,53,41,イケメンＵＰ！,オーロラドリブル,トカチェフボンバー (C),スピニングカット (B),sunago,,すなご りつお,砂子 律夫,Inker,Quill Inker,744
76-9,すばる,福岡,"福岡 沖縄
(ガチャ: 赤 )",山,GK,,127,96,49,56,53,57,62,62,51,35,ねっけつパンチ,ロケットこぶし,フラッシュアッパー,カウンターストライク,subaru,,みょうじょう すばる,明星 すばる,Scoap,Teller Scoap,745
76-10,すま,エントランス,ミニバトル,火,FW,,133,101,51,57,51,56,48,51,49,70,コンドルダイブ (C),バックトルネード (B),アイスグランド,ノーザンインパクト (C),suma,,すま りきのすけ,須磨 力之介,Amundsen,Scott Amundsen,746
77-1,すみ,北東京,"稲妻商店街
(ガチャ: 黄 )",火,DF,8,121,104,50,50,46,50,48,46,47,86,コイルターン,まきわりチョップ,じばしりかえん,フレイムダンス,sumi,3,すみ つとむ,角 努,Forker,Guy Forker,747
77-2,すみか,雷門体育館側,ミニバトル,火,GK,5,85,124,63,62,58,60,51,64,62,0,こがらし,フーセンガム,スラッシュネイル,ドリルスマッシャー (LV51),sumika,,どい すみか,土井 純香,Shaded,Bella Shaded,748
77-3,すみみち,福岡,"福岡 沖縄
(ガチャ: 赤 )",林,FW,,121,104,57,60,51,60,57,54,56,29,あびせげり (C),コンドルダイブ (C),スーパーしこふみ (B),クンフーアタック (B),sumimichi,3,すみみち たつや,墨道 達哉,Longhand,Derek Longhand,749
77-4,すわ,北東京,"稲妻商店街
(ガチャ: 赤 )",風,DF,,120,89,53,56,49,57,46,57,46,61,スーパースキャン,プロファイルゾーン,メガネクラッシュ (C),モグラフェイント,suwa,,すわ ふみあき,須和 文章,Rhodes,Carl Rhodes,750
77-5,せいぎ,アメリカ,"アメリカ
(ガチャ: 赤レア )",火,MF,18,94,132,62,66,60,59,41,43,61,49,ジャンピングサンダー 真,せいぎのてっけん,パラディンストライク (C),れっぷうダッシュ,seigi,3,せいぎ まさざね,正義 真実,Justice,Judge Jury,751
77-6,せいた,（パスワード）,"ジャパン
(ガチャ: 黄 )",火,FW,14,116,132,72,59,48,45,52,33,88,45,ファイアトルネード 改(C),ヒートタックル,ニニンサンキャク,ザ・フェニックス,seita,1,かさねあわ せいた,重根泡 勢太,Skyhigh,Stackem Skyhigh,752
77-7,せいぶ,大阪,"関西 愛媛
(ガチャ: 青 )",風,DF,,122,101,60,60,60,60,58,60,56,35,キラースライド,ストーンプリズン,セーフティプロテクト,ガンショット,seibu,,にしべ たかや,西部 鷹也,Wester,Clint Wester,753
77-8,せいら,コンドル島,"イタリア
(ガチャ: 黄 )",火,MF,,100,130,53,54,56,56,53,51,57,32,スピードプラス,ムーンサルト,プリマドンナ,フレイムダンス,seira,,にしわき せいら,西脇 星来,Ander,Lucia Ander,754
77-9,せいりゅう,コトアール,"コトアール
(ガチャ: 赤 )",火,MF,,122,114,62,46,66,63,67,63,66,36,オフェンスプラス,ドラゴンクラッシュ (C),ドラゴンキャノン (B),グランドファイア (L),seiryuu,,せいりゅう はるき,青龍 春紀,Spring,Verne Spring,755
77-10,せいりょう,コンドル島,"イタリア
(ガチャ: 青 )",火,FW,,120,100,53,57,56,59,53,52,51,60,メテオアタック,フーセンガム,ボルケイノカット (B),トリプルブースト (L),seiryou,,せいりょう みずあき,清涼 瑞章,Mancey,Victor Mancey,756
78-1,せきえい,奈良,"関西 愛媛
(ガチャ: 赤 )",山,FW,,122,101,56,51,54,60,38,57,54,61,ターザンキック (C),ドラゴングランド,ストーンプリズン,レインボーループ (L),sekiei,,きたお いしひで,北雄 石英,Quartz,Quentin Quartz,757
78-2,せきぐち,コンドル島,"イタリア
(ガチャ: 黄 )",風,FW,,124,121,56,57,53,47,48,57,57,63,かみかくし (C),しっぷうダッシュ,ダークトルネード (B),ガニメデプロトン,sekiguchi,,せきぐち まさかず,関口 将一,Gumbs,Preston Gumbs,758
78-3,せきどう,大阪,ミニバトル,風,FW,,92,118,45,54,55,52,58,60,57,65,スピニングシュート (C),フォトンフラッシュ,シャインドライブ,ツインブースト,sekidou,,あかみち なおもと,赤道 直元,Lugh,Barry Lugh,759
78-4,セキヤン,-,ワイヤレス,林,DF,,128,120,69,62,50,59,63,63,56,6,ドッペルゲンガー,れっぷうダッシュ,モグラフェイント,シューティングスター (B),sekiyan,,せきや なひと,関谷 名人,Mayfield,Ken Mayfield,760
78-5,せつか,イタリア,"イタリア
(ガチャ: 赤 )",火,FW,,90,132,62,56,56,51,57,62,51,25,すいせいシュート,アイスグランド,スノーエンジェル,ドラゴントルネード,setsuka,,とみおか せつか,富岡 雪歌,Floor,Daryl Floor,761
78-6,せっしゅう,ヤマネコ島,ミニバトル,火,GK,,113,98,45,56,56,47,51,56,51,65,ゆがむくうかん,つむじ,かえんほうしゃ,かごめかごめ,sesshuu,1,せっしゅう すいぼく,雪舟 水墨,Vass,Cam Vass,762
78-7,ぜにがた,アルゼンチン,"アルゼンチン
(ガチャ: 青 )",火,DF,,133,108,53,56,51,56,56,51,53,60,ジャイアントスピン (B),モグラフェイント,ボルケイノカット (B),れっぷうダッシュ,zenigata,3,ぜにがた よしお,銭形 芳生,Coyne,Anthony Coyne,763
78-8,セブン,セントラル,人脈システム,火,MF,,118,97,53,57,53,51,54,57,57,44,みんなイケイケ！,ひとりワンツー,ドラゴンキャノン (B),りゅうせいブレード (B),sebun,,うちだ ちろう,宇智田 七郎し,Severin,Luke Severin,764
78-9,セマイ,コトアール,"コトアール
(ガチャ: 赤 )",山,DF,,91,117,65,65,43,63,39,39,41,54,しこふみ,ホーントレイン (B),サザンクロスカット,ワープドライブ,semai,3,さい しゅんや,狭井 峻也,Shorten,Cutter Shorten,765
78-10,せみまる,ブラジル,ミニバトル,山,FW,,124,105,48,57,58,44,56,57,51,62,ツインブースト,ぶんしんフェイント,フレイムダンス,ほのおのかざみどり (L),semimaru,,せみまる のりと,蝉丸 智人,Stiss,Sol Stiss,766
79-1,せみもと,北東京,ミニバトル,山,MF,5,122,97,59,52,54,56,41,57,53,61,モンキーターン,モグラフェイント,ブロックサーカス,じごくぐるま (LV70),semimoto,,せみもと けいすけ,蝉本 圭輔,Roach,Clark Roach,767
79-2,せんじゅ,愛媛,ミニバトル,風,GK,,117,109,53,63,67,67,47,56,61,32,こがらし,スーパースキャン,さばきのてっつい (B),ムゲン・ザ・ハンド,senju,,せんじゅ たかし,千手 孝史,O'Hands,Sly O'Hands,768
