page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
,くろべ,,,山,DF,,123,104,53,52,56,52,67,45,54,48,スピニングカット (B),ハリケーンアロー,バックトルネード (B),アイアンウォール (B),kurobe,,くろべ りつき,黒部 立樹,Clover,Ricky Clover,1734
,だんどう,,,林,GK,,113,115,52,46,46,71,50,68,58,20,イケメンUP！,フルパワーシールド,ブレードアタック,カポエィラスナッチ,dandou,,だんどう まさのり,段堂 正憲,Calier,Simon Calier,1735
,つとむ,,,山,FW,,118,122,74,60,68,56,60,59,54,12,バックトルネード (B),スピニングカット (B),トライアングルZ,トリプルブースト (L),tsutomu,,むかた つとむ,武方 努,Murdock,Tyler Murdock,1736
,とびやま,,,風,MF,,120,114,54,56,55,56,57,56,55,29,ムーンサルト,バックトルネード (B),シューティングスター (B),スピニングシュート (C),tobiyama,1,とびやま だん,跳山 段,Damian,Toby Damian,1737
,とも,,,風,FW,,117,120,65,67,62,57,62,58,58,9,イケイケ!,バックトルネード (B),トライアングルZ,ローリングスライド,tomo,,むかた とも,武方 友,Murdock,Thomas Murdock,1738
,なかい,,,山,DF,,122,113,48,44,55,47,55,54,52,50,ムーンサルト,ブレードアタック,イリュージョンボール,ドこんじょうバット (B),nakai,,なかい ようすけ,中井 陽介,Middleton,Eren Middleton,1739
,なんざん,,,火,GK,,127,140,78,62,54,79,48,51,44,9,タフネスブロック,カウンターストライク,メガウォール (B),ギガントウォール,nanzan,4,なんざん よわみ,軟山 弱,Neville,John Neville,1740
,にしがき,,,火,DF,,105,122,63,69,54,62,67,53,52,21,ダッシュアクセル,スピニングカット (B),ディフェンスプラス,トライペガサス,nishigaki,,にしがき まもる,西垣 守,Night,Malcolm Night,1741
,ふかざわ,,,山,MF,,126,118,54,46,48,53,45,52,54,49,ダッシュアクセル,シャインドライブ,ブーストグライダー,ゆがむくうかん,fukazawa,4,ふかざわ ねんじ,深沢 念司,Gloom,Brody Gloom,1742
,まさる,,,火,FW,,106,138,57,61,61,52,60,60,69,26,イケイケ!,トライアングルZ,グレネードショット,イリュージョンボール,masaru,,むかた まさる,武方 勝,Murdock,Marvin Murdock,1743
,まもりの,,,林,MF,,118,119,55,52,52,46,47,45,48,53,たつまきせんぷう,スピニングカット (B),ファイアトルネード (C),ハリケーンアロー,mamorino,,まもりの ゆういち,守野 優一,Talis,Victor Talis,1744
,みつむね,,,林,DF,,118,105,59,70,49,65,46,51,52,26,スピニングカット (B),アースクェイク,にひゃくれつショット (B),シャインドライブ,mitsumune,4,みつむね だん,光宗 団,Mirthful,Dan Mirthful,1745
,めがわ,,,林,DF,,115,118,61,55,55,60,55,53,52,17,クイックドロウ,ハリケーンアロー,ムーンサルト,エッフェルドライブ (C),megawa,,めがわ あきひ,女川 映日,Meenan,Alfred Meenan,1746
,もぎ,,,林,MF,,118,105,52,60,60,52,63,53,58,28,みんなイケイケ!,イリュージョンボール,ツインブースト,ブーストグライダー,mogi,,もぎ さきと,茂木 沙樹都,Moore,Zachary Moore,1747
,やかた,,,林,MF,,121,115,52,62,57,61,54,52,56,30,モンキーターン,レボリューションV,バックトルネード (B),ブーストグライダー,yakata,,やかた なおと,屋形 直人,Nashmith,York Nashmith,1748
,アキレス,,,山,FW,,110,127,72,60,62,51,63,60,55,7,のろい,グレイブストーン,さばきのてっつい (B),ディバインアロー,akiresu,,あき たままつ,安芸 玲須,Achilles,Gus Heeley,1749
,アテナ,,,林,MF,,106,128,60,63,62,63,71,56,57,3,ダッシュストーム,スピニングカット (B),プロファイルゾーン (Lv45),シグマゾーン (Lv55),atena,,あてな とも,明天名 智,Athena,Wesley Knox,1750
,アフロディ 2,,,林,MF,,108,132,79,69,77,59,61,49,52,27,シュートフォース,ゴッドノウズ,ゴッドブレイク,ジ・イカロス,afurodi,1,あふろ てるみ,亜風炉 照美,Aphrodite,Byron Love,1751
,アポロン,,,林,DF,,108,128,69,70,62,73,53,48,55,12,さばきのてっつい (B),シャインドライブ,デュアルストーム,ダッシュストーム (Lv71),aporon,,あぽろ ひかる,阿保露 光,Light,Apollo Light,1752
,アルテミス,,,風,MF,,102,122,62,56,76,60,44,45,58,20,ヘブンズタイム,フォトンフラッシュ,イリュージョンボール,ディバインアロー,arutemisu,,あるて さねき,在手 実弓,Artemis,Artie Mishman,1753
,アレス,,,山,DF,,112,125,61,72,65,68,56,57,60,3,さばきのてっつい (B),おんりょう,パワーチャージ,じごくぐるま,aresu,,あれす らん,荒須 乱,Ares,Lane War,1754
,イカロス,,,風,GK,,111,125,68,62,66,70,44,59,64,8,つなみウォール,ホークショット (B),ガラティーン,ジ･イカロス,ikarosu,,いか みちゆき,位家 路主,Icarus,Iggy Russ,1755
,クロノス,,,林,DF,,108,126,48,66,62,62,60,59,66,10,ヘブンズタイム,クンフーヘッド,イリュージョンボール,じくうのかべ,kuronosu,,くろの ときお,黒野 時夫,Chronos,Andy Chronic,1756
,ディオ,,,風,DF,,114,126,62,68,60,67,50,53,64,9,リカバリー,メガクェイク,メガウォール (B),グレイブストーン,dio,4,でいお げき,手魚 激,Dionysus,Danny Wood,1757
,デメテル,,,火,FW,,128,130,70,59,64,56,60,63,62,7,シュートプラス,ワープドライブ,リフレクトバスター,ディバインアロー,demeteru,,でめて ゆたか,出右手 豊,Demeter,Jonas Demetrius,1758
,ヘパイス,,,火,DF,,103,131,60,60,65,69,62,58,58,6,ダッシュストーム,さばきのてっつい (B),ヘルファイア,ほのおのかざみどり (L)(Lv67),hepaisu,,へぱい えん,部灰 炎,Hephestus,Jeff Iron,1759
,ヘラ,,,火,MF,,126,128,48,68,60,67,64,70,60,7,キラースライド,プラネットシールド,ディバインアロー,ゴッドブレイク,hera,,へら ただし,平良 貞,Hera,Henry House,1760
,ヘラクレス,,,火,DF,,105,125,54,60,66,68,55,53,65,14,しこふみ,アースクェイク,マタドールフェイント,メガクェイク,herakuresu,3,へらく れす,経洛 玲州,Heracles,Harry Closs,1761
,ヘルメス,,,林,MF,,106,124,56,58,69,62,57,57,62,14,イカサマ！,ヘブンズタイム,さばきのてっつい (B),コロッセオガード,herumesu,,へるめ まつあき,経目 須商,Hermes,Arion Matlock,1762
,ポセイドン,,,山,GK,,107,140,60,59,50,81,44,56,70,13,ちょうわざ！,つなみウォール,ギガントウォール,ストーンプリズン,poseidon,4,ぽせい どんいち,歩星 呑一,Poseidon,Paul Siddon,1763
,メドゥーサ,,,山,MF,,109,130,59,71,62,58,63,60,51,6,スネークショット (C),くものいと,デーモンカット (B),バーバリアンのたて (B),medusa,,めど うさ,目戸 宇左,Medusa,Ned Yousef,1764
