page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
92-6,チョッパー,南東京,人脈システム,風,DF,,98,120,53,56,70,53,73,49,51,17,フォトンフラッシュ,ぶんしんフェイント,フェイクボンバー,アイアンウォール (B),choppaー,,ちよは はこぶ,千予波 運,Ryder,Ezio Ryder,899
92-7,ついざき,沖縄,"福岡 沖縄
(ガチャ: 黄 )",山,MF,,122,99,51,56,45,57,56,61,57,34,モンキーターン,とうめいフェイント,サイクロン,ニニンサンキャク,tsuizaki,,ついざき いとま,対崎 暇,Anding,Dom Anding,900
92-8,ツーリング,南東京,人脈システム,山,FW,,109,118,55,48,69,50,72,47,57,29,ひとりワンツー,スパイラルショット,メテオアタック,りゅうせいブレード (B),tsuーringu,,つうりん のりか,通輪 乗香,Tourer,Tori Torrence,901
92-9,つかざき,ブラジル,"ブラジル
(ガチャ: 赤 )",火,DF,,121,90,51,52,49,49,44,53,51,91,コイルターン,フレイムダンス,イリュージョンボール,レボリューションＶ,tsukazaki,,つかざき だいご,柄崎 大吾,Broma,Theo Broma,902
92-10,つかもと,ブラジル,"ブラジル
(ガチャ: 青 )",火,MF,,96,129,53,59,55,62,51,51,53,24,サイクロン,シャインドライブ,うしろのしょうめん,ざんぞう,tsukamoto,1,つかもと はみ,塚本 波美,Targest,Polly Targest,903
93-1,つがる,コンドル島,ミニバトル,風,FW,,81,130,58,60,44,47,56,44,45,67,メテオアタック V2,サイコショット,ウォーターベール,ホエールガード,tsugaru,,つがる きょうこ,津軽 鏡子,Coaster,Marina Coaster,904
93-2,つぐみ,イギリス,"イギリス
(ガチャ: 赤 )",風,DF,,89,130,47,50,48,53,47,51,52,69,ひとりワンツー,うしろのしょうめん,ヘビーベイビー,ざんぞう,tsugumi,,ほしはら つぐみ,星原 月海,Barres,Emma Barres,905
93-3,つげ,京都,"関西 愛媛
(ガチャ: 青 )",風,GK,,91,134,62,62,60,63,44,65,59,34,セツヤク！,オーロラカーテン,セーフティプロテクト,ダブルサイクロン,tsuge,,つげ せいき,柘植 成樹,Savers,Nick Savers,906
93-4,つちの,セントラル,ミニバトル,山,GK,,120,100,63,56,58,65,46,67,56,35,プレッシャーパンチ,ラッキー！,ちゃぶだいがえし,むげんのかべ,tsuchino,,つちの こたろう,土野 小太郎,Hidden,Den Hidden,907
93-5,つなみ,-,ストーリー,風,DF,,132,117,75,70,51,61,51,71,65,9,みんなイケイケ!,ツナミブースト,ザ･タイフーン,ホエールガード,tsunami,,つなみ じょうすけ,綱海 条介,Hurley,Hurley Kane,908
93-6,つなもり,北東京,"稲妻商店街
(ガチャ: 青 )",山,GK,,99,124,49,40,40,51,67,51,51,76,ワイルドクロー,かげぬい,ヒートタックル,ビーストファング,tsunamori,,つなもり きょうすけ,綱森 恭介,Stoaker,Cole Stoaker,909
93-7,つねや,アメリカ,"アメリカ
(ガチャ: 黄 )",風,MF,,119,105,57,57,56,60,65,56,56,33,スーパースキャン,バックトルネード (B),ぶんしんディフェンス,イナズマおとし (B),tsuneya,,つねや なおゆき,常谷 直之,Checker,Nate Checker,910
93-8,つばさ,南東京,人脈システム,風,FW,,120,101,60,51,56,56,51,55,51,50,コイルターン,フェイクボール,フレイムダンス,ダブルトルネード (B),tsubasa,1,あかがわ つばさ,赤川 翼,Evolent,Ben Evolent,911
93-9,ツバサ,セントラル,"セントラル
(ガチャ: 赤 )",風,MF,,140,95,56,62,69,66,52,65,60,5,グレネードショット,ホークショット (B),ぶんしんフェイント,スーパーエラシコ,tsubasa,,しょうりゅう つばさ,小龍 翼,Leather,Casey Leather,912
93-10,つむぎ,クジャク島,ミニバトル,風,FW,5,106,125,62,56,53,53,53,58,60,35,スピードフォース,オーロラドリブル,イナズマおとし (B),ふうじんのまい (LV52),tsumugi,,こと つむぎ,古都 紬,Twist,Olivia Twist,913
94-1,つや,南東京,"大江戸国際空港
(ガチャ: 黄 )",風,FW,,93,128,44,46,50,49,46,47,47,90,サイコショット,イリュージョンボール,レインボーループ (L),バタフライドリーム (B),tsuya,,つや ゆうほ,津谷 友歩,Breer,Hannah Breer,914
94-3,ティア,セントラル,"ジャパン
(ガチャ: 赤 )",火,DF,,90,129,58,63,57,60,56,63,57,24,ブレードアタック,アルマジロサーカス,グッドスメル,エクスカリバー (L)(LV63),tia,,ほんじょう てぃあら,本条 宝冠,Gaudier,Tara Gaudier,915
94-4,ティナ,ブラジル,ミニバトル,林,FW,,97,130,60,62,53,55,53,62,58,34,おいろけUP!,ダークトルネード 改(B),レインボーループ (L),デュアルストーム,tina,,あしみね,安次嶺,Vacey,Milly Vacey,916
94-5,ディノ,駄菓子屋,パスワード,風,FW,,132,108,75,76,49,55,68,40,69,7,ディバインアロー,アストロゲート (C),オーディンソード (C),スピードプラス,dino,,ディノ・マルディーニ,,Zolletta,Dino Zolletta,917
94-6,てざき,沖縄,"福岡 沖縄
(ガチャ: 青 )",林,DF,,124,95,50,54,63,44,56,53,51,62,うしろのしょうめん,くものいと,ヘビーベイビー (B),トリプルダッシュ,tezaki,,てざき せいや,手崎 清矢,Edie,Patrick Edie,918
94-7,てしま,イタリア,"イタリア
(ガチャ: 青 )",林,MF,,88,133,57,53,56,52,56,60,56,22,ローズスプラッシュ (C),スティンガー,リボンシャワー,エッフェルドライブ (C),teshima,,てしま しんこ,手島 新子,Laise,Marcy Laise,919
94-8,てつきた,クジャク島,"アメリカ
(ガチャ: 赤 )",風,GK,,107,128,45,51,57,45,56,56,57,43,スワンダイブ,アイアンウォール,ワイルドクロー,セーフティプロテクト,tetsukita,,てつきた そのこ,鉄北 園子,Heaver,Selma Heaver,920
94-9,てづくり,南東京,"大江戸国際空港
(ガチャ: 青 )",山,FW,8,126,95,59,51,52,51,55,63,54,38,ターザンキック (C),つちだるま (C),クンフーアタック (B),リフレクトバスター,tezukuri,,てで つくろう,手出 作郎,Penter,Carl Penter,921
94-10,てっぺい,ウミガメ島,"ブラジル
(ガチャ: 青 )",火,DF,,121,105,56,62,53,59,53,52,53,24,ドッペルゲンガー,フリーズショット,ウルトラムーン,じばしりかえん,teppei,,わかい てっぺい,若井 哲平,Tempole,Todd Tempole,922
95-1,てつやま,北東京,"稲妻商店街
(ガチャ: 青 )",風,DF,8,119,107,44,53,57,45,57,53,54,66,キラースライド,ヒートタックル,アイアンウォール,クンフーアタック (B),tetsuyama,,てつやま けいさく,鉄山 啓作,Wrought,Weldon Wrought,923
95-2,デビル,ウミヘビ島,ミニバトル,林,FW,5,124,100,57,60,53,63,60,65,59,31,ぞくせいきょうか,フリーズショット,ダークトルネード (B),ジグザグスパーク (LV39),debiru,1,てらした しんざぶろう,寺下 新三郎,Izumo,Jon Izumo,924
95-3,てふだ,アルゼンチン,ミニバトル,風,FW,,122,109,44,54,60,46,54,54,51,65,ラッキー！,クロスドライブ (C),カマイタチ,たつまきおとし (C),tefuda,,てふだ くると,手札 来斗,Trumper,Jack Trumper,925
95-4,てみず,ヤマネコ島,"アルゼンチン
(ガチャ: 黄 )",山,MF,,105,122,48,56,57,45,57,57,54,53,スーパーアルマジロ,ごりむちゅう,スーパーしこふみ (B),ドラゴングランド,temizu,4,てみず とおる,手瑞 徹,Egram,Tel Egram,926
95-5,てらい,北東京,"稲妻商店街
(ガチャ: 黄 )",火,FW,8,110,100,47,54,60,48,53,55,51,61,グレネードショット,ドこんじょうバット (B),ドラゴンキャノン (B),ボルケイノカット (B),terai,,てらい にゅうどう,寺井 入道,Templeton,Nick Templeton,927
95-6,てらの,コンドル島,"イタリア
(ガチャ: 青 )",風,GK,,113,105,46,51,59,48,56,51,56,64,ワイルドクロー,ドラゴンクラッシュ (C),ばくれつパンチ,ビーストファング,terano,,てらの りゅう,寺野 竜,Rassock,Joe Rassock,928
95-7,てるかわ,ウミガメ島,"ブラジル
(ガチャ: 赤 )",林,DF,20,119,113,48,56,66,46,53,51,56,64,しこふみ,ターザンキック (C),ジャイアントスピン (B),トリプルブースト (L)(LV36),terukawa,4,てるかわ たいせい,照川 大成,Screener,Lee Screener,929
95-8,てるよし,北東京,"稲妻商店街
(ガチャ: 青 )",林,DF,8,126,100,52,61,48,60,51,58,56,39,コイルターン,ごりむちゅう,フォトンフラッシュ,ダブルサイクロン,teruyoshi,,きよはら てるよし,清原 光良,Washing,Nick Washing,930
95-9,てんき,ウミガメ島,"ブラジル
(ガチャ: 黄 )",火,FW,,144,72,83,77,44,34,58,59,56,9,サイクロン,ダブルサイクロン,ローリングキック (C),ドこんじょうクラブ (L),tenki,3,あくみ てんき,安久美 天鬼,LeMugg,Ugg LeMugg,931
95-10,でんこう,南東京,"大江戸国際空港
(ガチャ: 赤 )",林,MF,,122,97,45,51,53,51,60,56,53,61,スーパースキャン,ロケットこぶし,デュアルパス,デュアルストライク,denkou,,でんこう のりたけ,電光 則武,Ottley,Rob Ottley,932
96-1,てんざん,アメリカ,"アメリカ
(ガチャ: 黄",山,DF,,111,95,50,53,60,45,51,55,52,63,しこふみ,メガクェイク,ホエールガード,メガウォール (B),tenzan,4,てんざん よしゆき,天山 吉行,Carbs,Manny Carbs,933
96-2,でんさんき,ヤマネコ島,ミニバトル,林,GK,5,88,127,50,48,50,48,46,46,56,74,シュートポケット V2,ワームホール,メテオシャワー,プロキオンネット (LV42),densanki,,でんさん はたみ,電算 機美,Tinker,Pacey Mack,934
96-3,てんしょう,愛媛,"関西 愛媛
(ガチャ: 黄 )",火,DF,,120,102,46,41,38,53,62,57,54,74,しこふみ,ホーントレイン (B),ロードローラタックル (B),デーモンカット (B),tenshou,3,てんしょう えいいち,天正 叡一,Gaze,Pearson Gaze,935
96-4,テント,南東京,ミニバトル,山,DF,5,106,113,47,55,60,47,53,52,56,62,ホーントレイン (B),たつまきせんぷう,どくぎりのじゅつ,デュアルストーム,tento,,あまと たてる,天戸 建,Pitcher,Paul Pitcher,936
96-5,てんとう,北海道,"北海道
(ガチャ: 青 )",風,DF,,120,91,56,53,44,45,44,53,56,65,エコーボール,ストライクサンバ,スピニングカット (B),カマイタチ,tentou,,てんとう ようこう,天道 陽光,Mardy,Grant Mardy,937
96-6,てんねん,イギリス,"イギリス
(ガチャ: 黄 )",火,FW,,87,136,60,55,56,51,57,59,54,24,プリマドンナ,レインボーループ (L),セツヤク!,とうめいフェイント,tennen,,いけど てんね,池戸 天音,Bartle,Dreama Bartle,938
96-7,でんぽう,奈良,ミニバトル,風,FW,,124,88,38,46,48,60,56,48,45,84,ぞくせいきょうか,スネークショット (C),オオウチワ,ラン・ボール・ラン,denpou,,でんぽう へいすけ,伝法 平介,Posting,Ade Posting,939
96-8,といかわ,アメリカ,"アメリカ
(ガチャ: 赤 )",林,FW,,120,90,51,52,44,49,47,57,56,82,ファントムシュート (C),クンフーヘッド,デュアルストライク,ハリケーンアロー,toikawa,,といかわ かんた,樋川 幹太,Dalbum,Trey Dalbum,940
96-9,とう,北東京,ミニバトル,山,GK,5,92,122,49,39,43,53,59,65,53,67,ゆがむくうかん,ドッペルゲンガー,こがらし,つむじ,tou,,とう たくろう,唐 拓郎,Bookings,Vance Bookings,941
96-10,ドウ,北東京,"商店街
(ガチャ: 青 )",山,FW,,104,120,55,56,56,60,53,56,54,34,かげぬい,フーセンガム,ラン・ボール・ラン,スニーキングレイド,dou,3,ないとう ありひと,内藤 有人,Sticklin,Cale Sticklin,942
97-1,とうか,南東京,"大江戸国際空港
(ガチャ: 青 )",火,DF,8,89,128,55,52,51,55,47,51,50,60,あびせげり (C),はなふぶき,フェイクボンバー,ヘルファイア,touka,1,えちぜん とうか,越前 冬夏,Jared,Jan Jared,943
97-2,どうがみ,福岡,"福岡 沖縄
(ガチャ: 黄 )",火,FW,,110,93,56,57,54,57,54,54,67,31,クイックドロウ,ヒートタックル,クンフーヘッド,クンフーアタック (B),dougami,,どうがみ けんた,堂上 健太,Placid,Craig Placid,944
97-3,どうき,ウミガメ島,"ブラジル
(ガチャ: 赤 )",火,DF,,140,75,86,70,31,44,56,57,56,22,ザ・ウォール (B),じごくぐるま,パワーチャージ,キラーブレード,douki,3,てきり どうき,手切 童鬼,Popov,Hans Popov,945
97-4,とうきょう,コトアール,"コトアール
(ガチャ: 青 )",林,FW,,121,89,53,55,47,44,46,53,56,55,ひゃくれつショット (C),バックトルネード (B),ヒートタックル,ユニコーンブースト (C),toukyou,,とうきょう あかし,東京 明志,Bation,Connor Bation,946
97-5,とうけい,ヤマネコ島,"アルゼンチン
(ガチャ: 黄 )",林,FW,,106,119,54,52,50,52,48,45,58,67,モグラフェイント,プロファイルゾーン V2,クイックドロウ,イーグルバスター (L)(LV45),toukei,,とうけい かい,統計 解,Statto,Stan Tistischen,947
97-6,とうじょう,イタリア,"イタリア
(ガチャ: 青 )",風,FW,,99,135,56,53,56,53,57,52,54,35,ドッペルゲンガー,ざんぞう,フリーズショット,ミラージュシュート (C),toujou,,とうじょう おさむ,東条 宰,Seebold,Phil Seebold,948
97-7,とうそう,ヤマネコ島,"アルゼンチン
(ガチャ: 青 )",風,MF,,149,98,46,85,43,65,58,70,60,5,シャインドライブ,スニーキングレイド,ダイナマイトシュート (C),うしろのしょうめん,tousou,,らんとう そう,乱闘 争,Commando,Colin Mando,949
97-8,どうりき,沖縄,"福岡 沖縄
(ガチャ: 青 )",火,MF,,120,106,57,56,48,48,44,56,55,60,ヒートタックル,くものいと,ロードローラタックル (B),かげぬい,douriki,3,どうりき てつじ,道力 鉄二,Wrench,Percy Wrench,950
97-9,トーテム,アルゼンチン,"アルゼンチン
(ガチャ: 赤 )",風,GK,,119,85,61,59,47,59,46,44,44,52,モンキーターン,メテオアタック,スワンダイブ,シュートラップ,toーtemu,,とてむ ちゅう,戸手夢 柱,Whittler,Walt Whittler,951
97-10,とおやま,ウミヘビ島,"イギリス
(ガチャ: 青 )",火,GK,,126,94,62,51,53,57,60,60,56,34,まきわりチョップ,ワイルドクロー,ちゃぶだいがえし,せいぎのてっけん,tooyama,3,とおやま きんた,遠山 金太,Yewell,Caz Yewell,952
98-1,とおるがわ,アメリカ,"アメリカ
(ガチャ: 青 )",山,FW,,121,92,56,56,48,60,53,56,54,27,すいせいシュート (L),しっぷうダッシュ,ダブルグレネード (C),シャインドライブ,toorugawa,,とおるがわ たかひと,透川 隆人,Brighton,Del Brighton,953
98-2,とき,コンドル島,"イタリア
(ガチャ: 青 )",山,MF,,124,120,44,44,45,44,47,46,45,96,ドラゴンクラッシュ (C),フーセンガム,ドッペルゲンガー,にひゃくれつショット (B),toki,,とき せいご,土岐 誠吾,Symphony,Phil Harmonic,954
98-3,ときえだ,ブラジル,"ブラジル
(ガチャ: 青 )",火,GK,,93,132,47,46,45,48,45,45,46,105,ねっけつパンチ,フレイムダンス,ヒートタックル,じくうのかべ,tokieda,,ときえだ てつや,時枝 哲矢,Icklock,Adam Icklock,955
98-4,ときお,北海道,"北海道
(ガチャ: 赤 )",山,GK,,121,113,66,47,46,65,43,50,48,70,まきわりチョップ,スーパースキャン,プレッシャーパンチ,ドこんじょうキャッチ,tokio,,かみじょう ときお,上条 時生,Vernon,Julius Vernon,956
98-5,ときか,漫遊寺中,"関西 愛媛
(ガチャ: 青 )",林,DF,,75,136,59,54,52,56,48,59,57,35,ブレードアタック,しっぷうダッシュ,れっぷうダッシュ,ヘルファイア,tokika,,はまな ときか,浜名 刻菓,Dough,Rhoda Dough,957
98-6,ときさ,ジャパン店舗通り,ミニバトル,風,MF,5,82,133,51,60,56,56,65,63,59,5,すいせいシュート (L),トカチェフボンバー (C),サイクロン,あいきどう (LV57),tokisa,,どうがき ときさ,堂垣 時沙,Hickman,Dotty Hickman,958
98-7,ときとう,沖縄,ミニバトル,風,FW,,116,97,48,56,52,56,59,56,57,27,スピニングシュート (C),たつまきせんぷう,オオウチワ,エクスカリバー (L),tokitou,1,ときとう しん,時任 信,Piece,Tim Piece,959
98-8,とくい,北海道,"北海道
(ガチャ: 青 )",山,GK,,121,99,44,41,39,53,64,53,57,63,まきわりチョップ,スーパースキャン,ドこんじょうキャッチ,スニーキングレイド,tokui,,とくい たねのぶ,徳井 種延,Scapp,Len Scapp,960
98-9,とくがわ,福岡,"福岡 沖縄
(ガチャ: 青 )",山,MF,,119,95,56,53,55,54,55,60,55,38,ごりむちゅう,モグラシャッフル,クンフーアタック (B),スニーキングレイド,tokugawa,,とくがわ やすお,徳川 康夫,Forrit,Waite Forrit,961
98-10,とくしま,アメリカ,"アメリカ
(ガチャ: 黄 )",山,MF,,118,97,62,56,56,52,52,56,51,40,グランドクェイク (B),ざんぞう,ぶんしんディフェンス,ぶんしんフェイント,tokushima,,とくしま けい,徳島 渓,Seiler,Abe Seiler,962
99-1,とくしゅ,（パスワード）,"大江戸国際空港
(ガチャ: 赤 )",林,DF,8,136,104,43,58,79,57,71,51,60,3,とうめいフェイント 改,まぼろしドリブル,スニーキングレイド,ハーヴェスト,tokushu,,ぞくせいが とくしゅ,属性賀 特殊,Ellement,Woody Ellement,963
99-2,とくなが,アルゼンチン,"アルゼンチン
(ガチャ: 黄 )",山,GK,,120,105,53,62,53,57,53,56,56,34,ゆがむくうかん,ドッペルゲンガー,ギガントウォール,さばきのてっつい (B)(LV53),tokunaga,,とくなが えつろう,徳永 悦郎,Lords,Randolph Lords,964
99-3,としあき,クジャク島,"アメリカ
(ガチャ: 青 )",風,GK,,90,134,44,36,38,51,62,51,56,105,フルパワーシールド,ワームホール,コロッセオガード,キーパープラス,toshiaki,,ながしま としあき,永島 寿明,Tate,Archie Tate,965
99-4,としぞう,ジャパン,"ジャパン
(ガチャ: 青 )",林,FW,,121,116,54,53,50,44,48,54,51,72,ひゃくれつショット (C),ざんぞう,ぶんしんフェイント,ぶんしんシュート (C),toshizou,,おしだ としぞう,忍田 歳三,Shinn,Nobby Shinn,966
99-5,とちぎ,イタリア,"イタリア
(ガチャ: 青 )",火,MF,,118,96,53,56,53,53,54,51,54,55,かみかくし (C),ジャッジスルー,パワーチャージ,とうめいフェイント,tochigi,4,とちぎ ひかる,栃木 光,O'Mend,Gill O'Mend,967
99-6,とっとり,アルゼンチン,"アルゼンチン
(ガチャ: 青 )",火,MF,,123,92,46,44,47,51,59,62,54,65,ボルケイノカット (B),カンガルーキック,ぶんしんフェイント,しんくうま (B),tottori,,とっとり ゆうご,鳥取 雄吾,Insolls,Sandy Insolls,968
99-7,トップ,イタリア,人脈システム,火,DF,,90,113,51,48,65,62,49,50,66,17,おんりょう,ならくおとし,フォトンフラッシュ,ディバインアロー (LV53),toppu,,とつぷ ちょうこ,戸津府 超子,Hotstuff,Narcissa Plane,969
99-8,とびたか,-,ストーリー,風,DF,,125,124,78,54,52,58,52,48,74,39,ネバーギブアップ,しんくうま (B),ジャッジスルー,ホークショット (B),tobitaka,,とびたか せいや,飛鷹 征矢,Archer,Archer Hawkins,970
99-9,とびひろ,ヤマネコ島,"アルゼンチン
(ガチャ: 黄 )",火,MF,,133,89,41,56,56,55,57,39,52,68,ダッシュアクセル,スーパースキャン,クンフーアタック (B),カマイタチ,tobihiro,1,もんべつ とびひろ,紋別 翔紘,Peeler,Bobby Peeler,971
99-10,トマホーク,アルゼンチン,"アルゼンチン
(ガチャ: 青 )",林,DF,,114,100,54,62,55,62,57,57,59,11,コンドルダイブ (C),しこふみ,モグラフェイント,Ｕ・ボート,tomahoーku,3,とま ホーク,戸間 ホーク,Tomahawk,Thomas Oquendo,972
100-1,とみやま,南東京,"大江戸国際空港
(ガチャ: 黄 )",風,FW,,93,124,46,51,57,51,62,51,53,47,ひゃくれつショット (C),ごりむちゅう,クンフーヘッド,にひゃくれつショット (B),tomiyama,,とみやま せつ,豊見山 世津,Textor,Camilla Textor,973
100-2,ともか,沖縄,人脈システム,山,GK,,106,129,56,53,53,57,53,54,54,47,ラッキー！,フォトンフラッシュ,カンガルーキック,トリプルディフェンス,tomoka,,とねがわ ともか,利根川 智夏,Tracker,Tracy Tracker,974
100-3,ともちゃん,陽花戸中,"福岡 沖縄
(ガチャ: 青 )",風,DF,,99,91,56,56,57,58,39,58,54,23,うしろのしょうめん,フェイクボール,リボンシャワー,エッフェルドライブ (C)(LV55),tomochan,,ふるかわ とも,古川 友,Tactor,Adel Tactor,975
100-4,ともや,コンドル島,ミニバトル,火,MF,,113,93,57,52,56,51,55,51,51,55,フェイクボンバー,ボルケイノカット (B),ドッペルゲンガー,イグナイトスティール,tomoya,,あんざい ともや,安斎 友也,Fonbocks,Telly Fonbocks,976
100-5,どもん,-,プレミアムスカウト,林,DF,,128,109,56,61,52,76,60,72,52,6,キラースライド,ボルケイノカット (B),バックトルネード (B),ザ・ギャラクシー,domon,,どもん あすか,土門 飛鳥,Bobby,Bobby Shearer,977
100-6,とよとみ,北海道,"北海道
(ガチャ: 青 )",山,FW,,120,105,53,62,55,58,54,54,53,34,すいせいシュート (L),スノーエンジェル,ノーザンインパクト (C),オーロラドリブル,toyotomi,,とよとみ ひでのり,豊臣 秀紀,Lector,Col Lector,978
100-7,トライアル,ブラジル,人脈システム,林,FW,,123,95,46,53,40,45,93,81,46,8,れっぷうダッシュ,スピードフォース,ツインブースト,ひとりワンツー (LV45),toraiaru,,とらい ある,都来 或,Throttler,Nifty Throttler,979
100-8,ドラゴン,ヤマネコ島,人脈システム,風,DF,,130,115,62,42,67,63,64,62,62,12,ディフェンスプラス,ドッペルゲンガー,ドラゴンクラッシュ (C),ダブル・ジョー,doragon,1,りゅうどう せいしろう,竜東 青士郎,Dragon,Drack Gorn,980
100-9,とらまる,-,ストーリー,林,FW,,120,130,72,56,60,55,60,56,57,42,ひとりワンツー,タイガードライブ,タイガーストーム,グラディウスアーチ (L),toramaru,,うつのみや とらまる,宇都宮 虎丸,Austin,Austin Hobbes,981
100-10,ドラム,ヤマネコ島,"富士
(ガチャ: 赤 )",山,GK,,99,119,44,40,37,53,56,54,54,87,なまける,ホーントレイン (B),つむじ,ノーエスケイプ,doramu,4,たいこだ たもつ,太鼓田 保,Drummond,Tabor Drummond,982
101-1,ドリーム,スクラップ広場,ミニバトル,風,FW,5,126,109,39,39,60,40,59,59,61,68,サイコショット,コイルターン,バックトルネード (B),マタドールフェイント (LV55),doriーmu,,よねゆめ かく,米夢 拡,Dreams,Amir Rika,983
101-2,トリック,アルゼンチン,ミニバトル,火,FW,,126,101,56,56,58,59,58,57,58,25,ローリングキック (C),イケイケ！,アサルトシュート (L),デュアルストライク,torikku,,はっとり りく,服部 陸,Hatter,Rick Hatter,984
101-3,とりはら,ジャパン,"ジャパン
(ガチャ: 赤レア )",山,MF,,120,102,54,65,61,62,66,53,51,27,ヒートタックル,クロスドライブ (C),フレイムダンス,エコーボール,torihara,4,とりはら ごうき,鳥原 剛基,Jacket,Conrad Jacket,985
101-4,とりやま,コンドル島,"イタリア
(ガチャ: 青 )",山,GK,18,125,101,56,57,56,62,60,61,60,14,タフネスブロック V3,プレッシャーパンチ,フラッシュアッパー,ボディシールド,toriyama,3,とりやま ただはる,鳥山 忠晴,Chinner,Achilles Chinner,986
101-5,とわ,イタリア,ミニバトル,火,FW,,118,94,56,56,51,57,51,57,61,34,イケメンUP！,メテオアタック,モグラフェイント,デスゾーン２,towa,,とわ かなめ,戸羽 要,Safe,Haden Safe,987
101-6,トンニーノ,福岡,"福岡 沖縄
(ガチャ: 赤 )",風,MF,,112,99,59,56,57,53,53,62,57,35,クロスドライブ (C),ジグザグスパーク,ドこんじょうバット (B),エコーボール,tonniーno,,トン・ニーノ,,Ton Nino,Ton Nino,988
