page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
40-7,カンガルー,南東京,ミニバトル,山,DF,5,81,122,51,50,50,53,59,45,50,58,ブレードアタック,フォトンフラッシュ,カンガルーキック,ひゃくれつショット (C),kangaruー,1,ありふくろ ちあき,有袋 千愛,Hopper,Roo Hopper,395
40-8,かんじや,アメリカ,"アメリカ
(ガチャ: 黄 )",火,GK,,121,97,54,60,45,62,53,56,56,39,ねっけつパンチ,ロケットこぶし,ダブルロケット,ジャッジスルー２,kanjiya,,かんじや のりひさ,貫地谷 紀久,Sheets,Norry Sheets,396
40-9,かんしん,北海道,ミニバトル,風,FW,,99,118,52,55,45,46,48,51,66,64,スネークショット (C),コンドルダイブ (C),とうめいフェイント,スニーキングレイド,kanshin,,かんしん くぐる,韓信 潜,Valley,Macky Valley,397
40-10,かんだ,コトアール,"コトアール
(ガチャ: 黄 )",風,DF,,94,119,60,52,51,61,41,60,55,36,フォトンフラッシュ,とうめいフェイント,くものいと,さばきのてっつい (B),kanda,,かんだ きすけ,神田 基祐,Murray,Sam Murray,398
41-1,かんの,北東京,"稲妻商店街
(ガチャ: 黄 )",風,GK,,134,102,44,53,57,56,57,58,53,47,ワイルドクロー,ばくれつパンチ,フレイムダンス,つむじ,kanno,,かんの まこと,菅野 周,Tappen,Clark Tappen,399
41-2,かんべ,福岡,"福岡 沖縄
(ガチャ: 黄 )",山,GK,,120,101,63,60,58,63,48,60,60,34,イケメンＵＰ！,しっぷうダッシュ,フルパワーシールド,シューティングスター (B),kanbe,,かんべ たかし,神部 貴,Slider,Ace Slider,400
41-3,かんよう,北東京,ミニバトル,林,FW,5,115,99,51,56,57,51,53,57,54,53,ローリングキック (C),ひゃくれつショット (C),ディバインアロー,ハーヴェスト,kanyou,,みは なお,観葉 植,Drobium,Dan Drobium,401
41-4,キキ,セントラルパーク,"ジャパン
(ガチャ: 黄 )",風,DF,,95,132,55,56,57,55,57,51,54,17,モグラフェイント 改,すいせいシュート (L),コイルターン,ジグザグフレイム,kiki,,あたぎ きき,安宅 樹希,Mite,Anna Mite,402
41-5,きざむ,アルゼンチン,"アルゼンチン
(ガチャ: 黄 )",山,DF,,92,135,56,55,47,47,47,52,56,66,スピニングカット (B),スティンガー,ぶんしんディフェンス,ぶんしんフェイント,kizamu,,すがただ きざむ,姿田 刻,Marble,Hugh Marble,403
41-6,きし,南東京,ミニバトル,火,FW,5,133,91,62,56,53,56,53,56,51,37,ダイナマイトシュート (C),ジグザグスパーク,ばくねつストーム,ドこんじょうバット (B),kishi,3,きし ひさのり,岸 尚徳,Uman,Nick Uman,404
41-7,きしかわ,ウミヘビ島,"イギリス
(ガチャ: 黄 )",山,FW,,89,138,66,62,60,62,51,61,62,9,ダッシュアクセル,ドラゴングランド,れっぷうダッシュ,ザ・バース (Lv58),kishikawa,,きしかわ はやか,岸川 速香,Passman,Sabrina Passman,405
41-8,きしき,コトアール,"コトアール
(ガチャ: 青 )",火,FW,,122,92,53,48,50,53,65,43,57,41,ターザンキック (C),つちだるま (C),フリーズショット,イーグルバスター (L),kishiki,,きしき なおさだ,岸城 直貞,Soffner,Fabrice Soffner,406
41-9,きじはた,愛媛,ミニバトル,風,GK,,138,102,56,51,51,52,51,56,53,63,こがらし,ブラックホール,カマイタチ,つむじ,kijihata,1,きじはた れんと,雉端 練人,Deo,Ray Deo,407
41-10,きじま,北海道,"北海道
(ガチャ: 青 )",火,MF,,91,116,39,47,50,46,51,50,46,103,ジ・イカロス,コンドルダイブ (C),ホークショット (B),イーグルバスター (L),kijima,,きじま あらた,器島 改太,Borgnine,Patch Borgnine,408
42-1,きたがた,奈良,"関西 愛媛
(ガチャ: 黄 )",風,MF,,89,122,54,53,49,47,46,56,56,49,かみかくし (C),うしろのしょうめん,メガトンヘッド (B),とうめいフェイント,kitagata,,きたがた かぐね,北形 神音,Tare,Sally Tare,409
42-2,きたはら,ウミヘビ島,"イギリス
(ガチャ: 黄 )",風,MF,,126,95,51,59,48,56,56,59,53,60,クンフーヘッド,ラッキー！,あいきどう,シューティングスター (B),kitahara,,きたはら こういち,北原 幸一,Winn,Lucky Winn,410
42-3,きっか,沖縄,ミニバトル,風,GK,,121,101,48,51,54,55,64,59,54,34,ロケットこぶし,こがらし,ストーンプリズン,プロファイルゾーン,kikka,,きっか なおひろ,橘花 直弘,Magpie,Dylan Magpie,411
42-4,きつつき,コトアール,"コトアール
(ガチャ: 赤 )",風,MF,,121,93,50,51,57,51,66,43,57,35,しっぷうダッシュ,アイスグランド,フリーズショット,ダブルサイクロン,kitsutsuki,,きつつき さいすけ,啄木 才輔,Bergoods,Tim Bergoods,412
42-5,きとう,セントラル,"ジャパン
(ガチャ: 赤 )",山,DF,,131,97,47,40,41,55,61,53,56,72,キラースライド,イリュージョンボール,パラディンストライク (C),サイクロン,kitou,,きとう しゅんじ,騎藤 瞬士,Raleigh,Dexter Raleigh,413
42-6,きどう,-,ストーリー,風,MF,,123,126,63,59,79,52,68,56,68,17,イリュージョンボール 改,ツインブースト,こうていペンギン3ごう,キラーフィールズ,kidou,,きどう ゆうと,鬼道 有人,Jude,Jude Sharp,414
42-7,きどう 2,-,プレミアムスカウト,風,MF,5,123,126,63,59,79,52,68,56,68,17,あいきどう,スピニングカット (B),イナズマブレイク,デスゾーン２,kidou,,きどう ゆうと,鬼道 有人,Jude,Jude Sharp,415
42-8,きの,-,とくしゅ,山,GK,,104,145,44,58,52,74,51,64,68,14,ネバーギブアップ,ゴッドハンド,ペガサスショット (C),ムゲン・ザ・ハンド,kino,,きの あき,木野 秋,Silvia,Silvia Woods,416
42-9,キバ,北東京,Wi-Fi配信,火,MF,,126,102,57,56,62,59,56,56,56,21,クリティカル！,オーロラドリブル,さばきのてっつい (B),ビーストファング,kiba,,きば のぶとし,木葉 伸年,Seuer,Connor Seuer,417
42-10,きびつ,-,ワイヤレス,風,DF,,114,109,43,62,82,58,62,61,39,27,むぞくせい,ヘブンズタイム,フォトンフラッシュ,デスゾーン,kibitsu,,きびつ らいじ,吉備津 頼児,Rome,Monarch Rome,418
43-1,ぎふ,コンドル島,"イタリア
(ガチャ: 黄 )",林,GK,,133,92,48,53,55,51,57,58,53,36,クルクルヘッド (C),ねっけつヘッド,つなみウォール,フェイクボール,gifu,1,ぎふ ゆうき,岐阜 悠紀,Hunter,Bud Hunter,419
43-2,きみしま,ウミヘビ島,ミニバトル,林,MF,,120,95,47,53,53,56,61,57,57,41,セツヤク！,ブレードアタック,メガネクラッシュ,ウルトラムーン,kimishima,,きみしま ともき,君島 友紀,Ershef,Hank Ershef,420
43-3,きみなみ,京都,"関西 愛媛
(ガチャ: 青 )",林,MF,,120,99,53,62,56,60,63,63,56,44,どくぎりのじゅつ,クリティカル！,デュアルストーム,デュアルスマッシュ,kiminami,,きみなみ よしまさ,君波 好正,Watchen,Ian Watchen,421
43-4,キャプ,-,"大江戸国際空港
(ガチャ: 赤 )",山,GK,,129,108,53,50,54,76,52,52,54,21,おいろけUP！,イケイケ！,ゴッドハンド,トリプルディフェンス,kyapu,,しみず さき,清水 佐紀,Cap'n,Saki Shimizu,422
43-5,キャプテン,ウミガメ島,ミニバトル,風,MF,,130,95,65,63,67,58,53,51,67,31,クリティカル！,こうていペンギンX,つなみウォール,ジ・アース,kyaputen,,かぶてんじ よう,歌舞天寺 洋,Skipper,Tom Skipper,423
43-6,ギャラク,北東京,ミニバトル,山,GK,,120,100,62,61,61,66,48,63,57,31,ワームホール,とうめいフェイント,オーロラカーテン,カウンターストライク,gyaraku,,そら わたる,宇宙 航,Spacek,Chip Spacek,424
43-7,ギャル,イタリア,Wi-Fi配信,山,FW,,93,111,62,53,65,49,51,50,63,11,つちだるま (C),スネークショット (C),ザ・タワー (B),リボンシャワー,gyaru,,ぎやる かわい,着矢琉 可愛,Street,Urbana Street,425
43-8,キャンサー,コンドル島,人脈システム,風,DF,28,118,101,57,65,53,64,53,57,56,21,ディフェンスプラス,スピニングカット (B),ディバインアロー,しんくうま (B),kyansaー,,かにえ あるた,蟹江 亜留太,Cancer,Arthur Crabbe,426
43-9,きゅうじ,イギリス,"イギリス
(ガチャ: 赤 )",山,DF,,138,95,44,51,54,51,60,62,56,33,うしろのしょうめん,ドこんじょうバット (B),ローリングスライド,ドこんじょうクラブ (L),kyuuji,,やの きゅうじ,矢野 球児,MacGough,Jody MacGough,427
43-10,きゅうせい,イギリス,ミニバトル,山,DF,5,112,115,61,62,63,57,49,61,56,33,なまける,くものいと,まぼろしドリブル,アルマジロサーカス (LV55),kyuusei,1,きゅうせい あつのり,救世 功徳,Asher,Jay Asher,428
44-1,きょういち,北東京,ミニバトル,火,DF,5,91,133,57,53,53,56,57,58,54,36,キラースライド,フェイクボンバー,どくぎりのじゅつ,エコーボール,kyouichi,,ひびき きょういち,響 恭一,Anthem,Terrence Anthem,429
44-2,きょうと,北東京,"稲妻商店街
(ガチャ: 青 )",林,FW,8,127,95,62,53,57,53,57,64,56,22,かみかくし (C),たつまきせんぷう,シザース・ボム,トカチェフボンバー (C),kyouto,,きょうと わいち,京都 倭一,Orum,Dec Orum,430
44-3,キラレア,（パスワード）,"ジャパン
(ガチャ: 青 )",風,MF,14,126,120,41,64,46,69,66,44,43,52,シャインドライブ V2,フォトンフラッシュ,ライトニングアクセル,ゴッドノウズ,kirarea,1,きらびかり かどひこ,綺羅光 門彦,Shiny,Lucien Rarey,431
44-4,きりあや,北海道,"北海道
(ガチャ: 黄レア )",山,DF,,119,91,50,53,57,48,55,53,56,60,グレネードショット,キラースライド,なまける,スーパーしこふみ (B),kiriaya,4,きりあや やくま,桐技 躍馬,Inger,Mal Inger,432
44-5,きわみち,福岡,"福岡 沖縄
(ガチャ: 赤 )",火,DF,,101,116,45,53,57,53,60,56,56,60,つちだるま (C),のろい,さばきのてっつい (B),ぶんしんディフェンス,kiwamichi,,きわみち だいさく,極路 大作,Cope,Sim Cope,433
44-6,キング,イギリス,ミニバトル,林,FW,,107,123,67,65,64,66,46,48,51,13,みんなイケイケ！,ラッキー！,こうていペンギンX,オーロラドリブル,kingu,,くに おさむ,久仁 統,Baron,Edward Baron,434
44-7,きんこ,クジャク島,ミニバトル,火,FW,5,104,118,53,57,57,56,57,53,51,41,ファイアトルネード (C),クルクルヘッド (C),フーセンガム,イナズマおとし (B),kinko,1,かなかた まもる,金堅 護,Corder,John Corder,435
44-8,きんたろう,北東京,ミニバトル,山,MF,,115,98,54,54,56,52,53,56,51,54,スーパーしこふみ (B),どくぎりのじゅつ,くものいと,たつまきどくぎり,kintarou,4,さかやま きんたろう,坂山 金太郎,Kodiak,Teddy Kodiak,436
44-9,ぎんはい,ウミガメ島,"ブラジル
(ガチャ: 青 )",山,GK,,84,140,61,61,58,59,41,61,58,13,こがらし V3,かげぬい,アステロイドベルト (B),シューティングスター (B),ginhai,3,ぎんはい ひさお,銀杯 尚央,Priest,Eldritch Priest,437
45-1,クイーン,イギリス,人脈システム,林,MF,,90,129,65,66,67,60,65,46,48,16,オフェンスプラス,みんなイケイケ!,グッドスメル,ジ・イカロス (Lv65),kuiーn,,ぐういん まりこ,宮院 満理子,Antoine,Mary Antoine,438
45-2,クール,アルゼンチン,"アルゼンチン
(ガチャ: 黄 )",火,DF,,117,108,57,48,46,56,63,62,59,32,イケメンUP!,フェイクボンバー,フレイムダンス,ボルケイノカット (B)(LV49),kuーru,,そらの ルイ,空野 ルイ,Crocket,Guile Crocket,439
45-3,くぎや,沖縄,"福岡 沖縄
(ガチャ: 黄 )",風,MF,,106,124,53,51,55,62,51,57,55,49,たつまきせんぷう,ヒートタックル,じばしりかえん,メテオシャワー,kugiya,,くぎや ひさし,釘谷 久,Thermier,Harpo Thermier,440
45-4,くげ,京都,"関西 愛媛
(ガチャ: 赤 )",林,FW,,123,92,44,51,56,57,66,53,56,58,スーパーしこふみ (B),かみかくし (C),トライアングルＺ,まぼろしドリブル,kuge,4,くげ きみまろ,久家 君麻呂,Ginu,Carey Ginu,441
45-5,くさか,北東京,"稲妻商店街
(ガチャ: 青 )",林,DF,,107,116,52,51,53,56,53,56,57,46,ブレードアタック,ウェルカムバック,サイクロン,とうめいフェイント,kusaka,,くさか もとき,草下 元樹,Bassey,Shem Bassey,442
45-6,くさと,セントラル,"ジャパン
(ガチャ: 黄 )",林,DF,,104,119,53,53,56,54,48,48,51,57,しっぷうダッシュ,アステロイドベルト (B),ごりむちゅう,プラネットシールド (LV55),kusato,,くさと いくのしん,草戸 育之進,Beagle,Viking Beagle,443
45-7,くさなぎ,北東京,"稲妻商店街
(ガチャ: 青レア )",林,FW,8,121,95,48,51,54,57,59,56,51,60,フォトンフラッシュ,シャインドライブ,ブレードアタック,エクスカリバー (L),kusanagi,,くさなぎ けん,草薙 剣,Plorer,Rex Plorer,444
45-8,くさべ,クジャク島,"アメリカ
(ガチャ: 赤 )",林,GK,,122,92,62,51,53,57,36,57,53,60,ゆがむくうかん,つむじ,グラビテイション (B),セーフティプロテクト,kusabe,,くさべ えいいち,草部 栄一,O'Miles,Cam O'Miles,445
45-9,クジ,クジャク島,ミニバトル,林,FW,5,118,92,56,51,53,53,57,54,51,53,やくびょうがみ,メガロドン,キラースライド,ツインブースト,kuji,3,くじ たかひこ,久慈 孝彦,Straws,Drew Straws,446
45-10,くじた,北東京,ミニバトル,林,MF,,122,91,50,48,44,57,60,54,51,65,スーパーアルマジロ,アースクェイク,オオウチワ,かごめかごめ,kujita,4,くじた ゆいと,久士田 結人,Windfall,Winston Windfall,447
46-1,くじら,アメリカ,ミニバトル,林,FW,5,124,109,49,51,56,50,57,57,53,60,ドッペルゲンガー,カマイタチ,ホエールガード,ダッシュストーム,kujira,,げいざん ひろし,鯨山 広,Reddie,Al Reddie,448
46-2,くすのき,イギリス,ミニバトル,林,FW,5,122,102,56,57,51,57,40,58,51,60,クルクルヘッド (C),スピニングカット (B),トカチェフボンバー (C),にひゃくれつショット (B),kusunoki,,くすのき まさなり,楠木 昌成,Loyaller,Iggy Loyaller,449
46-3,くどう,ヤマネコ島,"アルゼンチン
(ガチャ: 黄 )",林,DF,,120,104,54,56,53,54,54,56,59,31,ダッシュアクセル,ブレードアタック,ツインブースト,ローリングスライド,kudou,,くどう かける,工藤 駆,Haynes,Carson Haynes,450
46-4,くない,ジャパン,"ジャパン
(ガチャ: 青 )",林,DF,,106,104,43,37,83,53,90,57,56,6,ぶんしんブロック,せんぷうじん,ひとりワンツー,スピードプラス,kunai,1,くない あたる,苦無 中,Kuhn,Niall Kuhn,451
46-5,くにか,-,ワイヤレス,林,MF,,140,144,41,65,39,62,32,39,66,36,イケイケ！,デュアルパス,トライアングルＺ,アステロイドベルト (B),kunika,,しかうみ くにか,志賀海 邦花,Waftgood,Fanella Waftgood,452
46-6,くにがみ,コトアール,ミニバトル,風,DF,,133,112,47,43,40,64,66,53,55,61,サイコショット,くものいと,かげぬい,アステロイドベルト (B),kunigami,,くにがみ きよし,国頭 貴賀,Opener,Tim Opener,453
46-7,くにさだ,北東京,"稲妻商店街
(ガチャ: 赤レア )",火,GK,8,91,122,58,54,57,60,42,66,57,23,ねっけつパンチ,いかりのてっつい,スーパーしこふみ (B),ばくれつパンチ,kunisada,3,くにさだ ちゅうじろう,国定 忠次郎,Abley,Conor Abley,454
46-8,くにたち,ウミヘビ島,"イギリス
(ガチャ: 赤 )",風,MF,,130,99,53,57,46,62,54,60,52,27,ヒートタックル,フレイムダンス,ばくねつスクリュー (C),ドラゴングランド,kunitachi,,くにだち うめさぶろう,国立 梅三郎,Laughead,Zane Laughead,455
46-9,くのうざん,-,とくしゅ,火,MF,,81,108,66,56,57,57,57,87,53,24,オオウチワ,シザース・ボム,ツインブースト,デュアルストーム,kunouzan,,くのうざん しげさだ,久能山 茂貞,Mann,T.T. Mann,456
46-10,クフ,ヤマネコ島,ミニバトル,林,FW,5,150,31,100,72,80,39,64,43,48,4,クリティカル!,ちょうわざ!,スピードプラス (Lv45),ざんぞう (Lv60),kufu,3,ぎざ くふお,義座 句布夫,Khufu,Súphis Cheops,457
47-1,くぼた,ブラジル,"ブラジル
(ガチャ: 赤 )",山,DF,,92,124,56,59,46,62,57,56,56,24,ドッペルゲンガー,くものいと,リカバリー,ニニンサンキャク,kubota,,くぼた まもる,窪田 護,Attrick,Gerry Attrick,458
47-2,くまがい,愛媛埠頭,ミニバトル,林,FW,,94,116,56,65,54,62,62,66,59,27,あびせげり (C),ムーンサルト,にひゃくれつショット (B),ウルトラムーン,kumagai,,くまがい じょうぶ,熊谷 丈武,Robat,Mac Robat,459
47-3,くまた,セントラル,"ジャパン
(ガチャ: 赤 )",火,GK,,117,97,53,54,56,58,56,54,57,48,ロケットこぶし,シュートラップ,フルパワーシールド,くものいと,kumata,1,くまた ちかすけ,杭全 親助,Driver,Laurie Driver,460
47-4,くまもと,ヤマネコ島,"アルゼンチン
(ガチャ: 青 )",火,DF,,120,101,62,54,54,59,50,62,55,22,ザ・ウォール (B),メテオアタック,トカチェフボンバー (C),ザ・マウンテン (B),kumamoto,4,くまもと いくたろう,熊本 幾太郎,Stonehead,Will Stonehead,461
47-5,くみむら,アメリカ,アメリカbr;(ガチャ: 青 ),風,DF,18,115,92,57,56,56,56,51,56,56,53,クイックドロウ,ムーンサルト,グレイブストーン,ダブルサイクロン,kumimura,,くみむら あつひろ,組村 淳弘,Igma,Iain Igma,462
47-6,くめ,アメリカ,"アメリカ
(ガチャ: 青 )",風,GK,,114,106,50,57,58,45,54,57,57,61,トルネードキャッチ,フーセンガム,つむじ,セーフティプロテクト,kume,,くめ りゅうきち,久米 龍吉,Cheeks,Aran Cheeks,463
47-7,クラウン,イタリア,"イタリア
(ガチャ: 黄 )",山,DF,,119,91,53,62,46,58,53,56,51,60,スーパースキャン,ムーンサルト,アルマジロサーカス,グラディウスアーチ (L),kuraun,,にいだ ふみかず,新井田 文和,Tickle,Scott Tickle,464
47-8,くらはし,セントラル,"ジャパン
(ガチャ: 青レア )",火,MF,,125,94,56,53,56,56,54,60,56,33,のろい,ブラックホール,たつまきどくぎり,くものいと,kurahashi,,くらはし だい,倉橋 大,Rooter,Skip Rooter,465
47-9,くらもち,奈良,"関西 愛媛
(ガチャ: 黄 )",火,DF,14,107,126,51,51,56,53,53,54,53,55,キラースライド,こがらし,くものいと,スニーキングレイド,kuramochi,,くらもち べには,倉持 紅葉,Leaflin,Kath Leaflin,466
47-10,グリーン,奈良,ミニバトル,林,DF,,125,100,52,51,53,67,56,56,67,47,ぞくせいきょうか,クイックドロウ,ぶんしんディフェンス,デュアルストーム,guriーn,1,みどりぎ ただき,緑木 忠紀,Green,Truman Verdy,467
48-1,グリーンD,大阪,"関西 愛媛
(ガチャ: 黄 )",林,DF,,108,124,56,56,54,66,53,51,45,56,じばしりかえん,サイクロン,プロファイルゾーン,スノーエンジェル,guriーnD,1,あけやま しげる,明山 茂,Green D,Payne Outler,468
48-2,グリーンS,大阪,"関西 愛媛
(ガチャ: 青 )",林,DF,,112,96,57,56,53,67,56,51,50,51,ならくおとし,ジグザグスパーク,フォトンフラッシュ,カオスブレイク (LV75),guriーnS,1,こうめいじ りゅうじ,光名寺 龍二,Green S,Bobby Duo,469
48-3,くりばやし,大阪,"関西 愛媛
(ガチャ: 赤 )",山,DF,,120,87,62,63,50,48,50,45,50,67,ブレードアタック,ジャッジスルー,ボルケイノカット (B),アステロイドベルト (B),kuribayashi,,くりばやし あきら,栗林 明,Welcome,Clerk Welcome,470
48-4,くりまつ,-,ストーリー,火,DF,,118,114,54,55,53,56,59,56,65,19,まぼろしドリブル,すいせいシュート,ディフェンスプラス,ブロックサーカス,kurimatsu,1,くりまつ てっぺい,栗松 鉄平,Tod,Tod Ironside,471
48-5,くりやま,イタリア,"イタリア
(ガチャ: 黄 )",山,FW,,118,98,53,57,47,60,53,56,54,61,ターザンキック (C),ガニメデプロトン,ぶんしんディフェンス,ヘビーベイビー (B),kuriyama,4,くりやま すみた,栗山 澄太,Kinsland,Manny Kinsland,472
48-6,くるしま,-,とくしゅ,山,MF,,120,102,52,58,48,52,53,50,53,58,しっぷうダッシュ,ひとりワンツー,グレイブストーン,ガラティーン,kurushima,,くるしま つねさだ,来島 常貞,Swinger,Gladius Swinger,473
48-7,くるるん,大阪,"関西 愛媛
(ガチャ: 赤 )",林,DF,,120,99,65,67,56,63,38,67,63,14,ちょうわざ！,スーパーしこふみ (B),メガクェイク,ハリケーンアロー,kururun,4,くるまたに まげお,車谷 曲男,Maggie,John Maggie,474
48-8,ぐれい,北海道,"北海道
(ガチャ: 赤 )",火,DF,,122,118,53,54,45,46,48,56,53,74,フォトンフラッシュ,グラビテイション (B),ジグザグスパーク,アステロイドベルト (B),gurei,,ゆうま グレイ,由馬 グレイ,Grey,Viv Grey,475
48-9,くれない,イギリス,"イギリス
(ガチャ: 赤 )",林,GK,,124,99,48,56,60,47,54,55,51,61,ざんぞう,ラン・ボール・ラン,ガラティーン,ドこんじょうキャッチ,kurenai,,くれない のぶき,紅 伸樹,Jeeling,Darrel Jeeling,476
48-10,くれの,埠頭,"関西 愛媛
(ガチャ: 赤 )",風,DF,,92,124,60,41,44,39,44,56,54,85,リボンシャワー,プリマドンナ,かげぬい,がくしゅう,kureno,,たけべ くれの,武部 紅乃,Tompkins,Clara Tompkins,477
49-1,くれん,北東京,"商店街
(ガチャ: 赤 )",風,MF,,103,126,56,58,56,60,53,51,56,22,ごりむちゅう,ゴッドハンド,クロスドライブ (C),さばきのてっつい (B),kuren,4,くれん つとむ,暮連 勤,Clawson,Crane Clawson,478
49-2,クローバー,クジャク島,Wi-Fi配信,林,DF,,101,97,48,45,54,84,56,56,57,47,くものいと V2,ディフェンスフォース,アステロイドベルト (B),ハーヴェスト,kuroーbaー,,こん けんと,棍 健斗,Clover,Seamus Rock,479
49-3,くろかわ,京都,"関西 愛媛
(ガチャ: 赤 )",火,GK,,133,100,56,56,57,56,51,54,51,27,しこふみ,プレッシャーパンチ,ばくれつパンチ,ホエールガード,kurokawa,3,くろかわ しんや,黒川 真夜,Craving,Creed Craving,480
49-4,クロブタ,南東京,"大江戸国際空港
(ガチャ: 青 )",林,FW,8,92,117,46,46,44,46,45,47,52,95,つちだるま (C),あびせげり (C),ファイアトルネード (C),ボルケイノカット (B),kurobuta,1,さくらじま くろべえ,桜島 黒兵衛,Hogg,Angus Hogg,481
49-5,くろまじょ,パスワード,"イタリア
(ガチャ: 黄 )",火,MF,,92,122,50,51,52,51,48,51,63,56,フォトンフラッシュ,コンドルダイブ (C),マジック,ブーストグライダー,kuromajo,,くろま じょうこ,玄間 嬢子,Vicked,Eveline Veitch,482
49-6,くろまめ,ブラジル,"ブラジル
(ガチャ: 青 )",風,DF,,94,124,60,58,59,62,60,43,48,49,ジグザグフレイム,スーパーエラシコ,しっぷうダッシュ,つちだるま (C),kuromame,,こくとう しょう,黒豆 煮,Blackbean,Wulf Blackbean,483
49-7,くわがた,北東京,ミニバトル,風,DF,5,121,105,56,59,54,60,53,53,57,25,ブレードアタック,ボルケイノカット (B),スニーキングレイド,オーロラドリブル,kuwagata,,くわがた やいば,桑形 刃,Stagg,Ringo Stagg,484
49-8,くわはら,コトアール,"コトアール
(ガチャ: 黄 )",林,DF,,128,101,39,62,38,66,41,67,38,74,おんりょう,くものいと,ビッグスパイダー,たつまきどくぎり,kuwahara,,くわはら なおみ,桑原 直己,Mandrina,Bamber Mandrina,485
49-9,ぐんま,コトアール,"コトアール
(ガチャ: 青 )",火,GK,,120,102,44,55,51,56,57,56,52,71,ねっけつパンチ,ちゃぶだいがえし,ばくれつパンチ,かげぬい,gunma,,ぐんま くさひこ,群馬 草彦,Botty,Lux Sidebottom,486
49-10,けいせい,ヤマネコ島,人脈システム,火,DF,,138,85,65,47,45,45,44,65,66,48,どくぎりのじゅつ,サイクロン,スティンガー,しんくうま (B),keisei,,ほりのうち けいせい,彫之内 敬晴,Baldi,Gary Baldi,487
50-1,けいた,セントラル,"ジャパン
(ガチャ: 赤 )",林,MF,,125,111,55,72,71,58,63,59,59,11,ごりむちゅう,スーパースキャン,メガネクラッシュ,エコーボール,keita,1,くま けいた,角馬か 圭太,Horse Jr.,Chester Horse Jr.,488
50-2,ケイト,コンドル島,人脈システム,林,FW,28,96,90,51,63,50,51,48,57,53,27,ドラゴンクラッシュ (C),フレイムダンス,パワーチャージ,アストロゲート (C),keito,,つちや けいと,土屋 恵斗,Backer,Betty Backer,489
50-3,けいら,クジャク島,"アメリカ
(ガチャ: 青 )",山,GK,,118,101,45,52,53,55,62,51,51,61,キラーブレード,スーパースキャン,フルパワーシールド,プロファイルゾーン,keira,,けいら でん,計良 電,Peacy,Aaron Peacy,490
50-4,ケート,コトアール,"コトアール
(ガチャ: 黄 )",風,MF,,126,116,41,65,41,63,40,39,40,96,ガンショット,イリュージョンボール,マジック,くものいと,keーto,1,みます けいと,三枡 圭人,Tricky,Rebus Stumper,491
50-5,けご,北東京,"稲妻商店街
(ガチャ: 黄 )",山,FW,,101,123,63,54,41,57,48,53,44,56,スパイラルショット,ドッグラン,アイスグランド,セキュリティショット,kego,,けご てつひろ,警固 鉄洋,Lantis,Virgil Lantis,492
50-6,けた,愛媛,Wi-Fi配信,火,FW,4,93,126,57,56,51,54,60,53,51,50,メガネクラッシュ (C),じごくぐるま,ターザンキック (C),トリプルダッシュ,keta,1,けた ひさきよ,気多 尚浄,Tiki,Newt Perfect,493
50-7,ケムシ,福岡,人脈システム,林,FW,,107,128,56,49,65,42,57,49,56,54,エコーボール,こうていペンギン2ごう,みんなイケイケ！,クリティカル！,kemushi,,ケイエムシー,,KMC,Kay Emcee,494
50-8,げんじ,イギリス,"イギリス
(ガチャ: 赤 )",林,MF,,75,132,61,51,56,51,56,56,53,38,ローリングキック (C),クルクルヘッド (C),ムーンサルト,ダークトルネード (B),genji,,かめの げんじ,亀野 幻児,Mell,Candice Mell,495
50-9,ケンタ,アメリカ,"アメリカ
(ガチャ: 青 )",火,GK,,120,100,62,59,58,65,50,67,56,34,ねっけつヘッド,かえんほうしゃ,シューティングスター (B),デュアルスマッシュ,kenta,1,うめざき けんた,梅崎 健大,Vinall,Skip Vinall,496
50-10,ケント,沖縄,ミニバトル,林,FW,5,133,92,53,51,53,53,57,56,52,63,イケメンUP！,コイルターン,クルクルヘッド (C),アストロブレイク,kento,,そえじま けんと,副島 健人,Leafe,Stuart Leafe,497
51-1,げんぶ,コトアール,"コトアール
(ガチャ: 赤 )",林,FW,20,125,122,56,63,65,60,47,62,63,52,シュートプラス,リフレクトバスター,ぶんしんディフェンス,ダークフェニックス,genbu,,げんぶ ふゆき,玄武 冬樹,Winters,George Winters,498
51-4,こいま,ジャパン,"ジャパン
(ガチャ: 黄 )",山,GK,,124,104,57,51,49,56,45,57,54,62,キラーブレード,メガロドン,くものいと,つなみウォール,koima,,こいま せいじ,鯉真 精児,Carper,Finn Carper,499
51-5,ごう,アルゼンチン,"アルゼンチン
(ガチャ: 青 )",火,GK,,122,92,53,51,51,62,54,54,55,45,ねっけつパンチ,ホーントレイン (B),フルパワーシールド,れっぷうダッシュ,gou,,まえだ ごう,前田 剛,Straiter,Joe Straiter,500
51-6,ごうえんじ,-,ストーリー,火,FW,,133,123,78,66,62,58,63,60,60,13,ファイアトルネード 改,ばくねつストーム,ばくねつスクリュー,グランドファイア,gouenji,,ごうえんじ しゅうや,豪炎寺 修也,Axel,Axel Blaze,501
51-7,こうかい,北海道市街地,ミニバトル,林,FW,,82,132,53,53,57,56,48,51,49,41,ひゃくれつショット (C),ウォーターベール,スパイラルショット,サイクロン,koukai,,こうみ はるか,航海 遙,Lodestone,Gudrun Lodestone,502
